Gene stable ID	Mouse gene stable ID	Mouse homology type	Mouse C3H/HeJ gene stable ID	Mouse C3H/HeJ homology type	Mouse CAST/EiJ gene stable ID	Mouse CAST/EiJ homology type	Mouse NOD/ShiLtJ gene stable ID	Mouse NOD/ShiLtJ homology type
MGP_129S1SvImJ_G0025646	ENSMUSG00000026875	ortholog_one2one	MGP_C3HHeJ_G0025380	ortholog_one2one	MGP_CASTEiJ_G0024842	ortholog_one2one	MGP_NODShiLtJ_G0025484	ortholog_one2one
MGP_129S1SvImJ_G0024821	ENSMUSG00000071650	ortholog_one2one	MGP_C3HHeJ_G0024555	ortholog_one2one	MGP_CASTEiJ_G0024028	ortholog_one2one	MGP_NODShiLtJ_G0024650	ortholog_one2one
MGP_129S1SvImJ_G0025887	ENSMUSG00000026999	ortholog_one2one	MGP_C3HHeJ_G0025619	ortholog_one2one	MGP_CASTEiJ_G0025081	ortholog_one2one	MGP_NODShiLtJ_G0025724	ortholog_one2one
MGP_129S1SvImJ_G0031620	ENSMUSG00000091930	ortholog_one2one	MGP_C3HHeJ_G0031324	ortholog_one2many			MGP_NODShiLtJ_G0031431	ortholog_one2one
MGP_129S1SvImJ_G0031620	ENSMUSG00000091930	ortholog_one2one	MGP_C3HHeJ_G0031323	ortholog_one2many			MGP_NODShiLtJ_G0031431	ortholog_one2one
MGP_129S1SvImJ_G0034627	ENSMUSG00000094970	ortholog_one2one	MGP_C3HHeJ_G0034310	ortholog_one2one			MGP_NODShiLtJ_G0034428	ortholog_one2one
MGP_129S1SvImJ_G0024380	ENSMUSG00000024497	ortholog_one2one	MGP_C3HHeJ_G0024113	ortholog_one2one	MGP_CASTEiJ_G0023588	ortholog_one2one	MGP_NODShiLtJ_G0024210	ortholog_one2one
MGP_129S1SvImJ_G0019592	ENSMUSG00000066637	ortholog_one2one	MGP_C3HHeJ_G0019340	ortholog_one2one	MGP_CASTEiJ_G0018895	ortholog_one2one	MGP_NODShiLtJ_G0019448	ortholog_one2one
MGP_129S1SvImJ_G0020989	ENSMUSG00000021748	ortholog_one2one	MGP_C3HHeJ_G0020724	ortholog_one2one	MGP_CASTEiJ_G0020246	ortholog_one2one	MGP_NODShiLtJ_G0020821	ortholog_one2one
MGP_129S1SvImJ_G0019264	ENSMUSG00000034239	ortholog_one2one	MGP_C3HHeJ_G0019015	ortholog_one2one	MGP_CASTEiJ_G0018569	ortholog_one2one	MGP_NODShiLtJ_G0019117	ortholog_one2one
MGP_129S1SvImJ_G0021018	ENSMUSG00000021779	ortholog_one2one	MGP_C3HHeJ_G0020753	ortholog_one2one	MGP_CASTEiJ_G0020276	ortholog_one2one	MGP_NODShiLtJ_G0020851	ortholog_one2one
MGP_129S1SvImJ_G0031999	ENSMUSG00000078768	ortholog_one2one	MGP_C3HHeJ_G0031702	ortholog_one2one	MGP_CASTEiJ_G0031036	ortholog_one2one	MGP_NODShiLtJ_G0031813	ortholog_one2one
MGP_129S1SvImJ_G0019612	ENSMUSG00000057469	ortholog_one2one	MGP_C3HHeJ_G0019360	ortholog_one2one	MGP_CASTEiJ_G0018915	ortholog_one2one	MGP_NODShiLtJ_G0019470	ortholog_one2one
MGP_129S1SvImJ_G0018220	ENSMUSG00000048378	ortholog_one2one	MGP_C3HHeJ_G0017973	ortholog_one2one	MGP_CASTEiJ_G0017536	ortholog_one2one	MGP_NODShiLtJ_G0018073	ortholog_one2one
MGP_129S1SvImJ_G0031576	ENSMUSG00000074405	ortholog_one2many	MGP_C3HHeJ_G0031279	ortholog_one2one	MGP_CASTEiJ_G0030643	ortholog_many2many	MGP_NODShiLtJ_G0031387	ortholog_one2one
MGP_129S1SvImJ_G0031576	ENSMUSG00000074405	ortholog_one2many	MGP_C3HHeJ_G0031279	ortholog_one2one	MGP_CASTEiJ_G0030644	ortholog_many2many	MGP_NODShiLtJ_G0031387	ortholog_one2one
MGP_129S1SvImJ_G0016626	ENSMUSG00000060519	ortholog_one2one	MGP_C3HHeJ_G0016392	ortholog_one2one	MGP_CASTEiJ_G0015972	ortholog_one2one	MGP_NODShiLtJ_G0016496	ortholog_one2one
MGP_129S1SvImJ_G0031782	ENSMUSG00000060621	ortholog_one2one	MGP_C3HHeJ_G0031485	ortholog_one2one	MGP_CASTEiJ_G0030829	ortholog_one2one	MGP_NODShiLtJ_G0031590	ortholog_one2one
MGP_129S1SvImJ_G0033523	ENSMUSG00000009628	ortholog_one2one	MGP_C3HHeJ_G0033211	ortholog_one2one	MGP_CASTEiJ_G0032538	ortholog_one2one	MGP_NODShiLtJ_G0033329	ortholog_one2one
MGP_129S1SvImJ_G0022712	ENSMUSG00000022533	ortholog_one2one	MGP_C3HHeJ_G0022444	ortholog_one2one	MGP_CASTEiJ_G0021972	ortholog_one2one	MGP_NODShiLtJ_G0022541	ortholog_one2one
MGP_129S1SvImJ_G0034536	ENSMUSG00000032101	ortholog_one2one	MGP_C3HHeJ_G0034217	ortholog_one2one	MGP_CASTEiJ_G0033540	ortholog_one2one	MGP_NODShiLtJ_G0034335	ortholog_one2one
MGP_129S1SvImJ_G0019780	ENSMUSG00000055884	ortholog_one2one	MGP_C3HHeJ_G0019524	ortholog_one2one	MGP_CASTEiJ_G0019076	ortholog_one2one	MGP_NODShiLtJ_G0019635	ortholog_one2one
MGP_129S1SvImJ_G0021691	ENSMUSG00000041841	ortholog_one2one	MGP_C3HHeJ_G0021434	ortholog_one2one	MGP_CASTEiJ_G0020951	ortholog_one2one	MGP_NODShiLtJ_G0021531	ortholog_one2one
MGP_129S1SvImJ_G0026345	ENSMUSG00000014077	ortholog_one2one	MGP_C3HHeJ_G0026065	ortholog_one2one	MGP_CASTEiJ_G0025527	ortholog_one2one	MGP_NODShiLtJ_G0026161	ortholog_one2one
MGP_129S1SvImJ_G0021857	ENSMUSG00000022369	ortholog_one2one	MGP_C3HHeJ_G0021598	ortholog_one2one	MGP_CASTEiJ_G0021115	ortholog_one2one	MGP_NODShiLtJ_G0021693	ortholog_one2one
MGP_129S1SvImJ_G0033367	ENSMUSG00000031442	ortholog_one2one	MGP_C3HHeJ_G0033061	ortholog_one2one	MGP_CASTEiJ_G0032383	ortholog_one2one	MGP_NODShiLtJ_G0033170	ortholog_one2one
MGP_129S1SvImJ_G0017329	ENSMUSG00000019947	ortholog_one2one	MGP_C3HHeJ_G0017090	ortholog_one2one	MGP_CASTEiJ_G0016660	ortholog_one2one	MGP_NODShiLtJ_G0017188	ortholog_one2one
MGP_129S1SvImJ_G0021371	ENSMUSG00000022220	ortholog_one2one	MGP_C3HHeJ_G0021114	ortholog_one2one	MGP_CASTEiJ_G0020633	ortholog_one2one	MGP_NODShiLtJ_G0021208	ortholog_one2one
MGP_129S1SvImJ_G0029989	ENSMUSG00000061578	ortholog_one2one			MGP_CASTEiJ_G0029093	ortholog_one2one	MGP_NODShiLtJ_G0029789	ortholog_one2one
MGP_129S1SvImJ_G0023973	ENSMUSG00000024083	ortholog_one2one	MGP_C3HHeJ_G0023696	ortholog_one2one	MGP_CASTEiJ_G0023178	ortholog_one2one	MGP_NODShiLtJ_G0023794	ortholog_one2one
MGP_129S1SvImJ_G0023012	ENSMUSG00000068071	ortholog_one2one			MGP_CASTEiJ_G0022263	ortholog_one2one	MGP_NODShiLtJ_G0022841	ortholog_one2one
MGP_129S1SvImJ_G0025067	ENSMUSG00000024795	ortholog_one2one	MGP_C3HHeJ_G0024800	ortholog_one2one			MGP_NODShiLtJ_G0024901	ortholog_one2one
MGP_129S1SvImJ_G0036005	ENSMUSG00000047242	ortholog_one2one	MGP_C3HHeJ_G0035681	ortholog_one2one	MGP_CASTEiJ_G0034968	ortholog_one2one	MGP_NODShiLtJ_G0035783	ortholog_one2one
MGP_129S1SvImJ_G0019480	ENSMUSG00000005043	ortholog_one2one	MGP_C3HHeJ_G0019229	ortholog_one2one	MGP_CASTEiJ_G0018783	ortholog_one2one	MGP_NODShiLtJ_G0019337	ortholog_one2one
MGP_129S1SvImJ_G0024425	ENSMUSG00000069379	ortholog_one2one	MGP_C3HHeJ_G0024158	ortholog_one2one	MGP_CASTEiJ_G0032942	ortholog_one2one	MGP_NODShiLtJ_G0024255	ortholog_one2one
MGP_129S1SvImJ_G0019814	ENSMUSG00000048118	ortholog_one2one	MGP_C3HHeJ_G0019557	ortholog_one2one	MGP_CASTEiJ_G0019109	ortholog_one2one	MGP_NODShiLtJ_G0019669	ortholog_one2one
MGP_129S1SvImJ_G0029842	ENSMUSG00000029276	ortholog_one2one	MGP_C3HHeJ_G0029540	ortholog_one2one	MGP_CASTEiJ_G0028954	ortholog_one2one	MGP_NODShiLtJ_G0029643	ortholog_one2one
MGP_129S1SvImJ_G0023163	ENSMUSG00000048826	ortholog_one2one	MGP_C3HHeJ_G0022892	ortholog_one2one	MGP_CASTEiJ_G0022407	ortholog_one2one	MGP_NODShiLtJ_G0022988	ortholog_one2one
MGP_129S1SvImJ_G0024887	ENSMUSG00000067545	ortholog_one2one	MGP_C3HHeJ_G0024627	ortholog_one2one	MGP_CASTEiJ_G0024100	ortholog_one2one	MGP_NODShiLtJ_G0024722	ortholog_one2one
MGP_129S1SvImJ_G0030707	ENSMUSG00000047867	ortholog_one2one	MGP_C3HHeJ_G0030401	ortholog_one2one	MGP_CASTEiJ_G0029805	ortholog_one2one	MGP_NODShiLtJ_G0030511	ortholog_one2one
MGP_129S1SvImJ_G0029939	ENSMUSG00000041939	ortholog_one2one	MGP_C3HHeJ_G0029635	ortholog_one2one	MGP_CASTEiJ_G0029043	ortholog_one2one	MGP_NODShiLtJ_G0029740	ortholog_one2one
MGP_129S1SvImJ_G0033183	ENSMUSG00000093942	ortholog_one2one	MGP_C3HHeJ_G0032880	ortholog_one2one				
MGP_129S1SvImJ_G0019224	ENSMUSG00000020922	ortholog_one2one	MGP_C3HHeJ_G0018975	ortholog_one2one	MGP_CASTEiJ_G0018529	ortholog_one2one	MGP_NODShiLtJ_G0019077	ortholog_one2one
MGP_129S1SvImJ_G0019212	ENSMUSG00000017724	ortholog_one2one	MGP_C3HHeJ_G0018963	ortholog_one2one	MGP_CASTEiJ_G0018517	ortholog_one2one	MGP_NODShiLtJ_G0019065	ortholog_one2one
MGP_129S1SvImJ_G0028826	ENSMUSG00000047945	ortholog_one2one	MGP_C3HHeJ_G0028522	ortholog_one2one			MGP_NODShiLtJ_G0028630	ortholog_one2one
MGP_129S1SvImJ_G0034352	ENSMUSG00000036912	ortholog_one2one	MGP_C3HHeJ_G0034035	ortholog_one2one	MGP_CASTEiJ_G0033362	ortholog_one2one	MGP_NODShiLtJ_G0034154	ortholog_one2one
MGP_129S1SvImJ_G0032030	ENSMUSG00000036826	ortholog_one2one	MGP_C3HHeJ_G0031733	ortholog_one2one	MGP_CASTEiJ_G0031067	ortholog_one2one	MGP_NODShiLtJ_G0031844	ortholog_one2one
MGP_129S1SvImJ_G0029802	ENSMUSG00000029320	ortholog_one2one	MGP_C3HHeJ_G0029501	ortholog_one2one	MGP_CASTEiJ_G0028912	ortholog_one2one	MGP_NODShiLtJ_G0029603	ortholog_one2one
MGP_129S1SvImJ_G0030687	ENSMUSG00000052763	ortholog_one2one	MGP_C3HHeJ_G0030382	ortholog_one2one	MGP_CASTEiJ_G0029786	ortholog_one2one	MGP_NODShiLtJ_G0030492	ortholog_one2one
MGP_129S1SvImJ_G0028173	ENSMUSG00000073889	ortholog_one2one	MGP_C3HHeJ_G0027866	ortholog_one2one				
MGP_129S1SvImJ_G0021792	ENSMUSG00000037617	ortholog_one2one					MGP_NODShiLtJ_G0021629	ortholog_one2one
MGP_129S1SvImJ_G0024263	ENSMUSG00000024354	ortholog_one2one	MGP_C3HHeJ_G0023996	ortholog_one2one	MGP_CASTEiJ_G0023471	ortholog_one2one	MGP_NODShiLtJ_G0024091	ortholog_one2one
MGP_129S1SvImJ_G0019882	ENSMUSG00000021123	ortholog_one2one	MGP_C3HHeJ_G0019625	ortholog_one2one	MGP_CASTEiJ_G0019175	ortholog_one2one	MGP_NODShiLtJ_G0019736	ortholog_one2one
MGP_129S1SvImJ_G0024207	ENSMUSG00000024269	ortholog_one2one	MGP_C3HHeJ_G0023940	ortholog_one2one	MGP_CASTEiJ_G0023414	ortholog_one2one	MGP_NODShiLtJ_G0024034	ortholog_one2one
MGP_129S1SvImJ_G0035198	ENSMUSG00000032555	ortholog_one2one	MGP_C3HHeJ_G0034881	ortholog_one2one	MGP_CASTEiJ_G0034193	ortholog_one2one	MGP_NODShiLtJ_G0034998	ortholog_one2one
MGP_129S1SvImJ_G0020055	ENSMUSG00000060807	ortholog_one2one	MGP_C3HHeJ_G0019799	ortholog_one2one	MGP_CASTEiJ_G0019344	ortholog_one2one	MGP_NODShiLtJ_G0019911	ortholog_one2one
MGP_129S1SvImJ_G0019693	ENSMUSG00000091007	ortholog_one2one	MGP_C3HHeJ_G0019441	ortholog_one2one	MGP_CASTEiJ_G0018994	ortholog_one2one	MGP_NODShiLtJ_G0019551	ortholog_one2one
MGP_129S1SvImJ_G0026236	ENSMUSG00000027120	ortholog_one2one	MGP_C3HHeJ_G0025956	ortholog_one2one	MGP_CASTEiJ_G0025421	ortholog_one2one	MGP_NODShiLtJ_G0026059	ortholog_one2one
MGP_129S1SvImJ_G0032183	ENSMUSG00000038502	ortholog_one2one	MGP_C3HHeJ_G0031890	ortholog_one2one	MGP_CASTEiJ_G0031218	ortholog_one2one	MGP_NODShiLtJ_G0032000	ortholog_one2one
MGP_129S1SvImJ_G0034430	ENSMUSG00000004100	ortholog_one2one	MGP_C3HHeJ_G0034111	ortholog_one2one	MGP_CASTEiJ_G0033434	ortholog_one2one	MGP_NODShiLtJ_G0034229	ortholog_one2one
MGP_129S1SvImJ_G0016992	ENSMUSG00000015202	ortholog_one2one	MGP_C3HHeJ_G0016753	ortholog_one2one	MGP_CASTEiJ_G0016335	ortholog_one2one	MGP_NODShiLtJ_G0016858	ortholog_one2one
MGP_129S1SvImJ_G0032469	ENSMUSG00000091239	ortholog_one2one	MGP_C3HHeJ_G0032169	ortholog_one2one	MGP_CASTEiJ_G0031496	ortholog_one2one	MGP_NODShiLtJ_G0032279	ortholog_one2one
MGP_129S1SvImJ_G0019690	ENSMUSG00000036188	ortholog_one2one	MGP_C3HHeJ_G0019438	ortholog_one2one	MGP_CASTEiJ_G0018991	ortholog_one2one	MGP_NODShiLtJ_G0019548	ortholog_one2one
MGP_129S1SvImJ_G0024260	ENSMUSG00000099703	ortholog_one2one	MGP_C3HHeJ_G0023993	ortholog_one2one	MGP_CASTEiJ_G0023468	ortholog_one2one	MGP_NODShiLtJ_G0024088	ortholog_one2one
MGP_129S1SvImJ_G0024637	ENSMUSG00000037477	ortholog_one2one	MGP_C3HHeJ_G0024371	ortholog_one2one	MGP_CASTEiJ_G0023843	ortholog_one2one	MGP_NODShiLtJ_G0024468	ortholog_one2one
MGP_129S1SvImJ_G0018297	ENSMUSG00000054450	ortholog_one2one	MGP_C3HHeJ_G0018048	ortholog_one2one	MGP_CASTEiJ_G0017613	ortholog_one2one	MGP_NODShiLtJ_G0018149	ortholog_one2one
MGP_129S1SvImJ_G0035503	ENSMUSG00000073293	ortholog_one2one	MGP_C3HHeJ_G0035185	ortholog_one2one	MGP_CASTEiJ_G0034485	ortholog_one2one	MGP_NODShiLtJ_G0035298	ortholog_one2one
MGP_129S1SvImJ_G0023197	ENSMUSG00000079698	ortholog_one2one	MGP_C3HHeJ_G0022919	ortholog_one2one			MGP_NODShiLtJ_G0023017	ortholog_one2one
MGP_129S1SvImJ_G0030103	ENSMUSG00000038023	ortholog_one2one	MGP_C3HHeJ_G0029796	ortholog_one2one	MGP_CASTEiJ_G0029205	ortholog_one2one	MGP_NODShiLtJ_G0029903	ortholog_one2one
MGP_129S1SvImJ_G0029572	ENSMUSG00000054920	ortholog_one2one	MGP_C3HHeJ_G0029272	ortholog_one2one	MGP_CASTEiJ_G0028680	ortholog_one2one	MGP_NODShiLtJ_G0029375	ortholog_one2one
MGP_129S1SvImJ_G0030268	ENSMUSG00000036928	ortholog_one2one	MGP_C3HHeJ_G0029963	ortholog_one2one	MGP_CASTEiJ_G0029369	ortholog_one2one	MGP_NODShiLtJ_G0030071	ortholog_one2one
MGP_129S1SvImJ_G0031666	ENSMUSG00000070817	ortholog_one2one	MGP_C3HHeJ_G0031366	ortholog_one2one	MGP_CASTEiJ_G0030724	ortholog_one2one	MGP_NODShiLtJ_G0031472	ortholog_one2one
MGP_129S1SvImJ_G0020419	ENSMUSG00000056257	ortholog_one2one	MGP_C3HHeJ_G0020172	ortholog_one2one	MGP_CASTEiJ_G0019689	ortholog_one2one	MGP_NODShiLtJ_G0020261	ortholog_one2one
MGP_129S1SvImJ_G0017970	ENSMUSG00000049721	ortholog_one2one	MGP_C3HHeJ_G0017724	ortholog_one2one	MGP_CASTEiJ_G0017286	ortholog_one2one	MGP_NODShiLtJ_G0017827	ortholog_one2one
MGP_129S1SvImJ_G0034320	ENSMUSG00000049723	ortholog_one2one	MGP_C3HHeJ_G0034003	ortholog_one2one	MGP_CASTEiJ_G0033330	ortholog_one2one	MGP_NODShiLtJ_G0034121	ortholog_one2one
MGP_129S1SvImJ_G0034663	ENSMUSG00000040541	ortholog_one2one	MGP_C3HHeJ_G0034345	ortholog_one2one	MGP_CASTEiJ_G0033667	ortholog_one2one	MGP_NODShiLtJ_G0034461	ortholog_one2one
MGP_129S1SvImJ_G0026433	ENSMUSG00000035093	ortholog_one2one	MGP_C3HHeJ_G0026152	ortholog_one2one	MGP_CASTEiJ_G0025613	ortholog_one2one	MGP_NODShiLtJ_G0026250	ortholog_one2one
MGP_129S1SvImJ_G0032995	ENSMUSG00000063065	ortholog_one2one	MGP_C3HHeJ_G0032693	ortholog_one2one	MGP_CASTEiJ_G0032022	ortholog_one2one	MGP_NODShiLtJ_G0032803	ortholog_one2one
MGP_129S1SvImJ_G0023357	ENSMUSG00000050824	ortholog_one2one	MGP_C3HHeJ_G0023081	ortholog_one2one	MGP_CASTEiJ_G0022583	ortholog_one2one	MGP_NODShiLtJ_G0023175	ortholog_one2one
MGP_129S1SvImJ_G0028798	ENSMUSG00000046623	ortholog_one2one	MGP_C3HHeJ_G0028494	ortholog_one2one	MGP_CASTEiJ_G0027927	ortholog_one2one	MGP_NODShiLtJ_G0028602	ortholog_one2one
MGP_129S1SvImJ_G0029327	ENSMUSG00000029012	ortholog_one2one	MGP_C3HHeJ_G0029023	ortholog_one2one	MGP_CASTEiJ_G0028435	ortholog_one2one	MGP_NODShiLtJ_G0029128	ortholog_one2one
MGP_129S1SvImJ_G0027848	ENSMUSG00000039234	ortholog_one2one	MGP_C3HHeJ_G0027549	ortholog_one2one	MGP_CASTEiJ_G0027004	ortholog_one2one	MGP_NODShiLtJ_G0027663	ortholog_one2one
MGP_129S1SvImJ_G0025003	ENSMUSG00000042372	ortholog_one2one	MGP_C3HHeJ_G0024735	ortholog_one2one	MGP_CASTEiJ_G0024205	ortholog_one2one	MGP_NODShiLtJ_G0024834	ortholog_one2one
MGP_129S1SvImJ_G0021998	ENSMUSG00000022560	ortholog_one2one	MGP_C3HHeJ_G0021737	ortholog_one2one	MGP_CASTEiJ_G0021256	ortholog_one2one	MGP_NODShiLtJ_G0021834	ortholog_one2one
MGP_129S1SvImJ_G0035942	ENSMUSG00000067597	ortholog_one2one	MGP_C3HHeJ_G0035619	ortholog_one2one	MGP_CASTEiJ_G0034906	ortholog_one2one	MGP_NODShiLtJ_G0035721	ortholog_one2one
MGP_129S1SvImJ_G0026742	ENSMUSG00000027611	ortholog_one2one	MGP_C3HHeJ_G0026460	ortholog_one2one	MGP_CASTEiJ_G0025921	ortholog_one2one	MGP_NODShiLtJ_G0026562	ortholog_one2one
MGP_129S1SvImJ_G0015868	ENSMUSG00000025927	ortholog_one2one	MGP_C3HHeJ_G0015639	ortholog_one2one	MGP_CASTEiJ_G0015220	ortholog_one2one	MGP_NODShiLtJ_G0015734	ortholog_one2one
MGP_129S1SvImJ_G0025333	ENSMUSG00000015619	ortholog_one2one	MGP_C3HHeJ_G0025066	ortholog_one2one	MGP_CASTEiJ_G0024529	ortholog_one2one	MGP_NODShiLtJ_G0025171	ortholog_one2one
MGP_129S1SvImJ_G0031163	ENSMUSG00000024104	ortholog_one2one	MGP_C3HHeJ_G0030565	ortholog_one2one	MGP_CASTEiJ_G0030250	ortholog_one2one	MGP_NODShiLtJ_G0030971	ortholog_one2one
MGP_129S1SvImJ_G0029943	ENSMUSG00000002486	ortholog_one2one	MGP_C3HHeJ_G0029639	ortholog_one2one	MGP_CASTEiJ_G0029047	ortholog_one2one	MGP_NODShiLtJ_G0029744	ortholog_one2one
MGP_129S1SvImJ_G0030027	ENSMUSG00000029616	ortholog_one2one	MGP_C3HHeJ_G0029721	ortholog_one2one	MGP_CASTEiJ_G0029129	ortholog_one2one	MGP_NODShiLtJ_G0029827	ortholog_one2one
MGP_129S1SvImJ_G0018663	ENSMUSG00000063881	ortholog_one2one	MGP_C3HHeJ_G0018416	ortholog_one2one			MGP_NODShiLtJ_G0018511	ortholog_one2one
MGP_129S1SvImJ_G0030699	ENSMUSG00000107588	ortholog_one2one	MGP_C3HHeJ_G0030393	ortholog_one2one	MGP_CASTEiJ_G0029797	ortholog_one2one	MGP_NODShiLtJ_G0030503	ortholog_one2one
MGP_129S1SvImJ_G0030250	ENSMUSG00000056966	ortholog_one2one	MGP_C3HHeJ_G0029944	ortholog_one2one	MGP_CASTEiJ_G0029352	ortholog_one2one	MGP_NODShiLtJ_G0030052	ortholog_one2one
MGP_129S1SvImJ_G0022515	ENSMUSG00000022501	ortholog_one2one	MGP_C3HHeJ_G0022248	ortholog_one2one	MGP_CASTEiJ_G0021775	ortholog_one2one	MGP_NODShiLtJ_G0022346	ortholog_one2one
MGP_129S1SvImJ_G0033327	ENSMUSG00000046589	ortholog_one2one	MGP_C3HHeJ_G0033022	ortholog_one2one	MGP_CASTEiJ_G0032346	ortholog_one2one	MGP_NODShiLtJ_G0033131	ortholog_one2one
MGP_129S1SvImJ_G0017089	ENSMUSG00000037424	ortholog_one2one	MGP_C3HHeJ_G0016849	ortholog_one2one	MGP_CASTEiJ_G0016428	ortholog_one2one	MGP_NODShiLtJ_G0016953	ortholog_one2one
MGP_129S1SvImJ_G0035168	ENSMUSG00000037681	ortholog_one2one	MGP_C3HHeJ_G0034852	ortholog_one2one	MGP_CASTEiJ_G0034163	ortholog_one2one	MGP_NODShiLtJ_G0034969	ortholog_one2one
MGP_129S1SvImJ_G0030071	ENSMUSG00000029437	ortholog_one2one	MGP_C3HHeJ_G0029764	ortholog_one2one	MGP_CASTEiJ_G0029173	ortholog_one2one	MGP_NODShiLtJ_G0029871	ortholog_one2one
MGP_129S1SvImJ_G0030843	ENSMUSG00000036390	ortholog_one2one	MGP_C3HHeJ_G0030888	ortholog_one2one	MGP_CASTEiJ_G0029932	ortholog_one2one	MGP_NODShiLtJ_G0030651	ortholog_one2one
MGP_129S1SvImJ_G0035460	ENSMUSG00000032540	ortholog_one2one	MGP_C3HHeJ_G0035144	ortholog_one2one	MGP_CASTEiJ_G0034449	ortholog_one2one	MGP_NODShiLtJ_G0035259	ortholog_one2one
MGP_129S1SvImJ_G0018338	ENSMUSG00000020520	ortholog_one2one	MGP_C3HHeJ_G0018090	ortholog_one2one	MGP_CASTEiJ_G0017654	ortholog_one2one	MGP_NODShiLtJ_G0018191	ortholog_one2one
MGP_129S1SvImJ_G0030750	ENSMUSG00000038203	ortholog_one2one	MGP_C3HHeJ_G0030444	ortholog_one2one	MGP_CASTEiJ_G0029847	ortholog_one2one	MGP_NODShiLtJ_G0030554	ortholog_one2one
MGP_129S1SvImJ_G0016894	ENSMUSG00000026510	ortholog_one2one	MGP_C3HHeJ_G0016655	ortholog_one2one	MGP_CASTEiJ_G0016237	ortholog_one2one	MGP_NODShiLtJ_G0016763	ortholog_one2one
MGP_129S1SvImJ_G0025381	ENSMUSG00000023094	ortholog_one2one	MGP_C3HHeJ_G0025114	ortholog_one2one	MGP_CASTEiJ_G0024578	ortholog_one2one	MGP_NODShiLtJ_G0025219	ortholog_one2one
MGP_129S1SvImJ_G0028018	ENSMUSG00000028175	ortholog_one2one	MGP_C3HHeJ_G0027718	ortholog_one2one	MGP_CASTEiJ_G0027171	ortholog_one2one	MGP_NODShiLtJ_G0027833	ortholog_one2one
MGP_129S1SvImJ_G0023421	ENSMUSG00000046711	ortholog_one2one	MGP_C3HHeJ_G0023144	ortholog_one2one	MGP_CASTEiJ_G0022645	ortholog_one2one	MGP_NODShiLtJ_G0023237	ortholog_one2one
MGP_129S1SvImJ_G0026886	ENSMUSG00000017652	ortholog_one2one	MGP_C3HHeJ_G0026604	ortholog_one2one	MGP_CASTEiJ_G0026062	ortholog_one2one	MGP_NODShiLtJ_G0026704	ortholog_one2one
MGP_129S1SvImJ_G0017397	ENSMUSG00000032977	ortholog_one2one	MGP_C3HHeJ_G0017158	ortholog_one2one	MGP_CASTEiJ_G0016728	ortholog_one2one	MGP_NODShiLtJ_G0017256	ortholog_one2one
MGP_129S1SvImJ_G0027440	ENSMUSG00000047824	ortholog_one2one	MGP_C3HHeJ_G0027155	ortholog_one2one	MGP_CASTEiJ_G0026601	ortholog_one2one	MGP_NODShiLtJ_G0027255	ortholog_one2one
MGP_129S1SvImJ_G0027523	ENSMUSG00000042031	ortholog_one2one	MGP_C3HHeJ_G0027236	ortholog_one2one	MGP_CASTEiJ_G0026684	ortholog_one2one	MGP_NODShiLtJ_G0027343	ortholog_one2one
MGP_129S1SvImJ_G0030523	ENSMUSG00000068699	ortholog_one2one	MGP_C3HHeJ_G0030219	ortholog_one2one	MGP_CASTEiJ_G0029621	ortholog_one2one	MGP_NODShiLtJ_G0030331	ortholog_one2one
MGP_129S1SvImJ_G0028024	ENSMUSG00000028234	ortholog_one2one	MGP_C3HHeJ_G0027724	ortholog_one2one	MGP_CASTEiJ_G0027177	ortholog_one2one	MGP_NODShiLtJ_G0027839	ortholog_one2one
MGP_129S1SvImJ_G0031987	ENSMUSG00000047473	ortholog_one2one	MGP_C3HHeJ_G0031690	ortholog_one2one	MGP_CASTEiJ_G0031024	ortholog_one2one	MGP_NODShiLtJ_G0031801	ortholog_one2one
MGP_129S1SvImJ_G0030547	ENSMUSG00000073209	ortholog_one2one	MGP_C3HHeJ_G0030243	ortholog_one2one	MGP_CASTEiJ_G0029645	ortholog_one2one	MGP_NODShiLtJ_G0030355	ortholog_one2one
MGP_129S1SvImJ_G0021464	ENSMUSG00000035067	ortholog_one2one	MGP_C3HHeJ_G0021206	ortholog_one2one	MGP_CASTEiJ_G0020723	ortholog_one2one	MGP_NODShiLtJ_G0021304	ortholog_one2one
MGP_129S1SvImJ_G0017378	ENSMUSG00000020230	ortholog_one2one	MGP_C3HHeJ_G0017139	ortholog_one2one	MGP_CASTEiJ_G0016709	ortholog_one2one	MGP_NODShiLtJ_G0017237	ortholog_one2one
MGP_129S1SvImJ_G0019772	ENSMUSG00000035653	ortholog_one2one	MGP_C3HHeJ_G0019516	ortholog_one2one	MGP_CASTEiJ_G0019068	ortholog_one2one	MGP_NODShiLtJ_G0019627	ortholog_one2one
MGP_129S1SvImJ_G0024082	ENSMUSG00000024254	ortholog_one2one	MGP_C3HHeJ_G0023807	ortholog_one2one	MGP_CASTEiJ_G0023286	ortholog_one2one	MGP_NODShiLtJ_G0023903	ortholog_one2one
MGP_129S1SvImJ_G0035016	ENSMUSG00000037674	ortholog_one2one	MGP_C3HHeJ_G0034698	ortholog_one2one	MGP_CASTEiJ_G0034020	ortholog_one2one	MGP_NODShiLtJ_G0034813	ortholog_one2one
MGP_129S1SvImJ_G0023181	ENSMUSG00000047786	ortholog_one2one			MGP_CASTEiJ_G0022425	ortholog_one2one	MGP_NODShiLtJ_G0023005	ortholog_one2one
