cast_gene,129_gene,nod_gene,c3h_gene,mouse_gene
MGP_CASTEiJ_G0029219,MGP_129S1SvImJ_G0030116,MGP_NODShiLtJ_G0029917,MGP_C3HHeJ_G0029810,ENSMUSG00000029416
MGP_CASTEiJ_G0031350,MGP_129S1SvImJ_G0032317,MGP_NODShiLtJ_G0032134,MGP_C3HHeJ_G0032021,ENSMUSG00000030450
MGP_CASTEiJ_G0023535,MGP_129S1SvImJ_G0024326,MGP_NODShiLtJ_G0024156,MGP_C3HHeJ_G0024059,ENSMUSG00000048347
MGP_CASTEiJ_G0019277,MGP_129S1SvImJ_G0019984,MGP_NODShiLtJ_G0019838,MGP_C3HHeJ_G0019727,ENSMUSG00000021037
MGP_CASTEiJ_G0008987,MGP_129S1SvImJ_G0009253,MGP_NODShiLtJ_G0009138,MGP_C3HHeJ_G0009157,ENSMUSG00000070108
MGP_CASTEiJ_G0037146,MGP_129S1SvImJ_G0038359,MGP_NODShiLtJ_G0038110,MGP_C3HHeJ_G0038002,ENSMUSG00000065648
MGP_CASTEiJ_G0020506,MGP_129S1SvImJ_G0021244,MGP_NODShiLtJ_G0021080,MGP_C3HHeJ_G0020981,ENSMUSG00000046210
MGP_CASTEiJ_G0029685,MGP_129S1SvImJ_G0030587,MGP_NODShiLtJ_G0030395,MGP_C3HHeJ_G0030283,ENSMUSG00000019689
MGP_CASTEiJ_G0024405,MGP_129S1SvImJ_G0025209,MGP_NODShiLtJ_G0025044,MGP_C3HHeJ_G0024940,ENSMUSG00000025231
MGP_CASTEiJ_G0006421,MGP_129S1SvImJ_G0006577,MGP_NODShiLtJ_G0006505,MGP_C3HHeJ_G0006492,ENSMUSG00000084923
MGP_CASTEiJ_G0030402,MGP_129S1SvImJ_G0031320,MGP_NODShiLtJ_G0031127,MGP_C3HHeJ_G0031022,ENSMUSG00000001521
MGP_CASTEiJ_G0019185,MGP_129S1SvImJ_G0019892,MGP_NODShiLtJ_G0019746,MGP_C3HHeJ_G0019635,ENSMUSG00000066438
MGP_CASTEiJ_G0033285,MGP_129S1SvImJ_G0034274,MGP_NODShiLtJ_G0034078,MGP_C3HHeJ_G0033958,ENSMUSG00000031983
MGP_CASTEiJ_G0008869,MGP_129S1SvImJ_G0009129,MGP_NODShiLtJ_G0009016,MGP_C3HHeJ_G0009034,ENSMUSG00000092826
MGP_CASTEiJ_G0024119,MGP_129S1SvImJ_G0024911,MGP_NODShiLtJ_G0024746,MGP_C3HHeJ_G0024650,ENSMUSG00000045030
MGP_CASTEiJ_G0007914,MGP_129S1SvImJ_G0008123,MGP_NODShiLtJ_G0008032,MGP_C3HHeJ_G0008036,ENSMUSG00000077928
MGP_CASTEiJ_G0006857,MGP_129S1SvImJ_G0007030,MGP_NODShiLtJ_G0006952,MGP_C3HHeJ_G0006922,ENSMUSG00000108151
MGP_CASTEiJ_G0036765,MGP_129S1SvImJ_G0037959,MGP_NODShiLtJ_G0037720,MGP_C3HHeJ_G0037605,ENSMUSG00000089292
MGP_CASTEiJ_G0006108,MGP_129S1SvImJ_G0006255,MGP_NODShiLtJ_G0006191,MGP_C3HHeJ_G0006174,ENSMUSG00000106639
MGP_CASTEiJ_G0021882,MGP_129S1SvImJ_G0022622,MGP_NODShiLtJ_G0022453,MGP_C3HHeJ_G0022355,ENSMUSG00000022706
MGP_CASTEiJ_G0030545,MGP_129S1SvImJ_G0031473,MGP_NODShiLtJ_G0031285,MGP_C3HHeJ_G0031177,ENSMUSG00000030275
MGP_CASTEiJ_G0024068,MGP_129S1SvImJ_G0024861,MGP_NODShiLtJ_G0024690,MGP_C3HHeJ_G0024595,ENSMUSG00000024735
MGP_CASTEiJ_G0020896,MGP_129S1SvImJ_G0021637,MGP_NODShiLtJ_G0021475,MGP_C3HHeJ_G0021379,ENSMUSG00000053253
MGP_CASTEiJ_G0020138,MGP_129S1SvImJ_G0020877,MGP_NODShiLtJ_G0020714,MGP_C3HHeJ_G0020620,ENSMUSG00000021647
MGP_CASTEiJ_G0020711,MGP_129S1SvImJ_G0021452,MGP_NODShiLtJ_G0021292,MGP_C3HHeJ_G0021194,ENSMUSG00000075573
MGP_CASTEiJ_G0007632,MGP_129S1SvImJ_G0007819,MGP_NODShiLtJ_G0007733,MGP_C3HHeJ_G0007739,ENSMUSG00000076460
MGP_CASTEiJ_G0007137,MGP_129S1SvImJ_G0007315,MGP_NODShiLtJ_G0007237,MGP_C3HHeJ_G0007234,ENSMUSG00000049476
MGP_CASTEiJ_G0015374,MGP_129S1SvImJ_G0016022,MGP_NODShiLtJ_G0015887,MGP_C3HHeJ_G0015792,ENSMUSG00000026094
MGP_CASTEiJ_G0029491,MGP_129S1SvImJ_G0030393,MGP_NODShiLtJ_G0030201,MGP_C3HHeJ_G0030089,ENSMUSG00000029650
MGP_CASTEiJ_G0020598,MGP_129S1SvImJ_G0021336,MGP_NODShiLtJ_G0021173,MGP_C3HHeJ_G0021079,ENSMUSG00000090889
MGP_CASTEiJ_G0008490,MGP_129S1SvImJ_G0008732,MGP_NODShiLtJ_G0008630,MGP_C3HHeJ_G0008647,ENSMUSG00000099273
MGP_CASTEiJ_G0027858,MGP_129S1SvImJ_G0028729,MGP_NODShiLtJ_G0028535,MGP_C3HHeJ_G0028426,ENSMUSG00000028655
MGP_CASTEiJ_G0007307,MGP_129S1SvImJ_G0007487,MGP_NODShiLtJ_G0007408,MGP_C3HHeJ_G0007404,ENSMUSG00000101365
MGP_CASTEiJ_G0007681,MGP_129S1SvImJ_G0007869,MGP_NODShiLtJ_G0007782,MGP_C3HHeJ_G0007787,ENSMUSG00000098881
MGP_CASTEiJ_G0029414,MGP_129S1SvImJ_G0030312,MGP_NODShiLtJ_G0030115,MGP_C3HHeJ_G0030009,ENSMUSG00000029576
MGP_CASTEiJ_G0017775,MGP_129S1SvImJ_G0018466,MGP_NODShiLtJ_G0018316,MGP_C3HHeJ_G0018219,ENSMUSG00000042200
MGP_CASTEiJ_G0035535,MGP_129S1SvImJ_G0036679,MGP_NODShiLtJ_G0036450,MGP_C3HHeJ_G0036348,ENSMUSG00000084673
MGP_CASTEiJ_G0027520,MGP_129S1SvImJ_G0028382,MGP_NODShiLtJ_G0028191,MGP_C3HHeJ_G0028078,ENSMUSG00000039270
MGP_CASTEiJ_G0007705,MGP_129S1SvImJ_G0007893,MGP_NODShiLtJ_G0007807,MGP_C3HHeJ_G0007812,ENSMUSG00000093539
MGP_CASTEiJ_G0038045,MGP_129S1SvImJ_G0039273,MGP_NODShiLtJ_G0039024,MGP_C3HHeJ_G0038911,ENSMUSG00000077424
MGP_CASTEiJ_G0007441,MGP_129S1SvImJ_G0007623,MGP_NODShiLtJ_G0007539,MGP_C3HHeJ_G0007542,ENSMUSG00000098487
MGP_CASTEiJ_G0034862,MGP_129S1SvImJ_G0035897,MGP_NODShiLtJ_G0035679,MGP_C3HHeJ_G0035574,ENSMUSG00000091497
MGP_CASTEiJ_G0023802,MGP_129S1SvImJ_G0024595,MGP_NODShiLtJ_G0024425,MGP_C3HHeJ_G0024329,ENSMUSG00000059852
MGP_CASTEiJ_G0022606,MGP_129S1SvImJ_G0023380,MGP_NODShiLtJ_G0023198,MGP_C3HHeJ_G0023104,ENSMUSG00000071192
MGP_CASTEiJ_G0036551,MGP_129S1SvImJ_G0037743,MGP_NODShiLtJ_G0037505,MGP_C3HHeJ_G0037389,ENSMUSG00000087789
MGP_CASTEiJ_G0023270,MGP_129S1SvImJ_G0024067,MGP_NODShiLtJ_G0023888,MGP_C3HHeJ_G0023791,ENSMUSG00000024245
MGP_CASTEiJ_G0021647,MGP_129S1SvImJ_G0022388,MGP_NODShiLtJ_G0022219,MGP_C3HHeJ_G0022121,ENSMUSG00000064201
MGP_CASTEiJ_G0004786,MGP_129S1SvImJ_G0004924,MGP_NODShiLtJ_G0004851,MGP_C3HHeJ_G0004836,ENSMUSG00000100062
MGP_CASTEiJ_G0017238,MGP_129S1SvImJ_G0017915,MGP_NODShiLtJ_G0017778,MGP_C3HHeJ_G0017675,ENSMUSG00000047626
MGP_CASTEiJ_G0007926,MGP_129S1SvImJ_G0008135,MGP_NODShiLtJ_G0008044,MGP_C3HHeJ_G0008048,ENSMUSG00000080432
MGP_CASTEiJ_G0017811,MGP_129S1SvImJ_G0018502,MGP_NODShiLtJ_G0018351,MGP_C3HHeJ_G0018255,ENSMUSG00000048329
MGP_CASTEiJ_G0037217,MGP_129S1SvImJ_G0038431,MGP_NODShiLtJ_G0038183,MGP_C3HHeJ_G0038071,ENSMUSG00000088691
MGP_CASTEiJ_G0023930,MGP_129S1SvImJ_G0024724,MGP_NODShiLtJ_G0024553,MGP_C3HHeJ_G0024458,ENSMUSG00000024937
MGP_CASTEiJ_G0020856,MGP_129S1SvImJ_G0021599,MGP_NODShiLtJ_G0021437,MGP_C3HHeJ_G0021341,ENSMUSG00000022023
MGP_CASTEiJ_G0019307,MGP_129S1SvImJ_G0020018,MGP_NODShiLtJ_G0019875,MGP_C3HHeJ_G0019761,ENSMUSG00000033530
MGP_CASTEiJ_G0027609,MGP_129S1SvImJ_G0028475,MGP_NODShiLtJ_G0028283,MGP_C3HHeJ_G0028169,ENSMUSG00000073794
MGP_CASTEiJ_G0021708,MGP_129S1SvImJ_G0022448,MGP_NODShiLtJ_G0022279,MGP_C3HHeJ_G0022181,ENSMUSG00000022534
MGP_CASTEiJ_G0008415,MGP_129S1SvImJ_G0008644,MGP_NODShiLtJ_G0008546,MGP_C3HHeJ_G0008563,ENSMUSG00000077420
MGP_CASTEiJ_G0030879,MGP_129S1SvImJ_G0031833,MGP_NODShiLtJ_G0031647,MGP_C3HHeJ_G0031538,ENSMUSG00000011632
MGP_CASTEiJ_G0032723,MGP_129S1SvImJ_G0033709,MGP_NODShiLtJ_G0033514,MGP_C3HHeJ_G0033398,ENSMUSG00000090137
MGP_CASTEiJ_G0008043,MGP_129S1SvImJ_G0008256,MGP_NODShiLtJ_G0008162,MGP_C3HHeJ_G0008172,ENSMUSG00000095529
MGP_CASTEiJ_G0017757,MGP_129S1SvImJ_G0018447,MGP_NODShiLtJ_G0018298,MGP_C3HHeJ_G0018200,ENSMUSG00000004798
MGP_CASTEiJ_G0022714,MGP_129S1SvImJ_G0023489,MGP_NODShiLtJ_G0023306,MGP_C3HHeJ_G0023213,ENSMUSG00000024037
MGP_CASTEiJ_G0021241,MGP_129S1SvImJ_G0021983,MGP_NODShiLtJ_G0021819,MGP_C3HHeJ_G0021722,ENSMUSG00000034259
MGP_CASTEiJ_G0027261,MGP_129S1SvImJ_G0028108,MGP_NODShiLtJ_G0027921,MGP_C3HHeJ_G0027807,ENSMUSG00000028284
MGP_CASTEiJ_G0016169,MGP_129S1SvImJ_G0016827,MGP_NODShiLtJ_G0016696,MGP_C3HHeJ_G0016589,ENSMUSG00000026532
MGP_CASTEiJ_G0024353,MGP_129S1SvImJ_G0025157,MGP_NODShiLtJ_G0024992,MGP_C3HHeJ_G0024888,ENSMUSG00000025193
MGP_CASTEiJ_G0017232,MGP_129S1SvImJ_G0017910,MGP_NODShiLtJ_G0017771,MGP_C3HHeJ_G0017669,ENSMUSG00000095696
MGP_CASTEiJ_G0036329,MGP_129S1SvImJ_G0037498,MGP_NODShiLtJ_G0037269,MGP_C3HHeJ_G0037158,ENSMUSG00000064644
MGP_CASTEiJ_G0025767,MGP_129S1SvImJ_G0026587,MGP_NODShiLtJ_G0026404,MGP_C3HHeJ_G0026306,ENSMUSG00000027427
MGP_CASTEiJ_G0022845,MGP_129S1SvImJ_G0023622,MGP_NODShiLtJ_G0023444,MGP_C3HHeJ_G0023349,ENSMUSG00000024391
MGP_CASTEiJ_G0034198,MGP_129S1SvImJ_G0035203,MGP_NODShiLtJ_G0035003,MGP_C3HHeJ_G0034886,ENSMUSG00000101152
MGP_CASTEiJ_G0023088,MGP_129S1SvImJ_G0023881,MGP_NODShiLtJ_G0023705,MGP_C3HHeJ_G0023606,ENSMUSG00000010592
MGP_CASTEiJ_G0015286,MGP_129S1SvImJ_G0015934,MGP_NODShiLtJ_G0015800,MGP_C3HHeJ_G0015705,ENSMUSG00000050122
MGP_CASTEiJ_G0024478,MGP_129S1SvImJ_G0025282,MGP_NODShiLtJ_G0025119,MGP_C3HHeJ_G0025013,ENSMUSG00000025092
MGP_CASTEiJ_G0018224,MGP_129S1SvImJ_G0018915,MGP_NODShiLtJ_G0018764,MGP_C3HHeJ_G0018669,ENSMUSG00000052234
MGP_CASTEiJ_G0014963,MGP_129S1SvImJ_G0015647,MGP_NODShiLtJ_G0015512,MGP_C3HHeJ_G0015407,ENSMUSG00000090192
MGP_CASTEiJ_G0032688,MGP_129S1SvImJ_G0033674,MGP_NODShiLtJ_G0033480,MGP_C3HHeJ_G0033363,ENSMUSG00000092544
MGP_CASTEiJ_G0019850,MGP_129S1SvImJ_G0020587,MGP_NODShiLtJ_G0020427,MGP_C3HHeJ_G0020336,ENSMUSG00000005320
MGP_CASTEiJ_G0029361,MGP_129S1SvImJ_G0030260,MGP_NODShiLtJ_G0030063,MGP_C3HHeJ_G0029955,ENSMUSG00000036968
MGP_CASTEiJ_G0035514,MGP_129S1SvImJ_G0036658,MGP_NODShiLtJ_G0036429,MGP_C3HHeJ_G0036327,ENSMUSG00000088926
MGP_CASTEiJ_G0020840,MGP_129S1SvImJ_G0021581,MGP_NODShiLtJ_G0021419,MGP_C3HHeJ_G0021323,ENSMUSG00000052584
MGP_CASTEiJ_G0030594,MGP_129S1SvImJ_G0031522,MGP_NODShiLtJ_G0031333,MGP_C3HHeJ_G0031225,ENSMUSG00000035674
MGP_CASTEiJ_G0019093,MGP_129S1SvImJ_G0019798,MGP_NODShiLtJ_G0019653,MGP_C3HHeJ_G0019542,ENSMUSG00000034801
MGP_CASTEiJ_G0019699,MGP_129S1SvImJ_G0020429,MGP_NODShiLtJ_G0020271,MGP_C3HHeJ_G0020182,ENSMUSG00000079049
MGP_CASTEiJ_G0035017,MGP_129S1SvImJ_G0036052,MGP_NODShiLtJ_G0035830,MGP_C3HHeJ_G0035730,ENSMUSG00000095365
MGP_CASTEiJ_G0037357,MGP_129S1SvImJ_G0038573,MGP_NODShiLtJ_G0038325,MGP_C3HHeJ_G0038212,ENSMUSG00000065734
MGP_CASTEiJ_G0036514,MGP_129S1SvImJ_G0037703,MGP_NODShiLtJ_G0037465,MGP_C3HHeJ_G0037349,ENSMUSG00000064843
MGP_CASTEiJ_G0031859,MGP_129S1SvImJ_G0032834,MGP_NODShiLtJ_G0032641,MGP_C3HHeJ_G0032531,ENSMUSG00000046431
MGP_CASTEiJ_G0017152,MGP_129S1SvImJ_G0017829,MGP_NODShiLtJ_G0017690,MGP_C3HHeJ_G0017592,ENSMUSG00000025402
MGP_CASTEiJ_G0028804,MGP_129S1SvImJ_G0029695,MGP_NODShiLtJ_G0029497,MGP_C3HHeJ_G0029394,ENSMUSG00000001622
MGP_CASTEiJ_G0019532,MGP_129S1SvImJ_G0020250,MGP_NODShiLtJ_G0020099,MGP_C3HHeJ_G0019998,ENSMUSG00000012429
MGP_CASTEiJ_G0007275,MGP_129S1SvImJ_G0007454,MGP_NODShiLtJ_G0007375,MGP_C3HHeJ_G0007371,ENSMUSG00000096986
MGP_CASTEiJ_G0025595,MGP_129S1SvImJ_G0026414,MGP_NODShiLtJ_G0026231,MGP_C3HHeJ_G0026133,ENSMUSG00000033256
MGP_CASTEiJ_G0007623,MGP_129S1SvImJ_G0007810,MGP_NODShiLtJ_G0007724,MGP_C3HHeJ_G0007730,ENSMUSG00000098906
MGP_CASTEiJ_G0032874,MGP_129S1SvImJ_G0033858,MGP_NODShiLtJ_G0033663,MGP_C3HHeJ_G0033544,ENSMUSG00000056155
MGP_CASTEiJ_G0008814,MGP_129S1SvImJ_G0009072,MGP_NODShiLtJ_G0008963,MGP_C3HHeJ_G0008979,ENSMUSG00000092652
MGP_CASTEiJ_G0032104,MGP_129S1SvImJ_G0033077,MGP_NODShiLtJ_G0032884,MGP_C3HHeJ_G0032774,ENSMUSG00000042178
MGP_CASTEiJ_G0037037,MGP_129S1SvImJ_G0038241,MGP_NODShiLtJ_G0037996,MGP_C3HHeJ_G0037886,ENSMUSG00000094255
MGP_CASTEiJ_G0015663,MGP_129S1SvImJ_G0016312,MGP_NODShiLtJ_G0016181,MGP_C3HHeJ_G0016078,ENSMUSG00000026311
MGP_CASTEiJ_G0028275,MGP_129S1SvImJ_G0029160,MGP_NODShiLtJ_G0028964,MGP_C3HHeJ_G0028862,ENSMUSG00000028963
MGP_CASTEiJ_G0015473,MGP_129S1SvImJ_G0016120,MGP_NODShiLtJ_G0015986,MGP_C3HHeJ_G0015889,ENSMUSG00000062209
MGP_CASTEiJ_G0032032,MGP_129S1SvImJ_G0033005,MGP_NODShiLtJ_G0032813,MGP_C3HHeJ_G0032703,ENSMUSG00000042606
MGP_CASTEiJ_G0007903,MGP_129S1SvImJ_G0008112,MGP_NODShiLtJ_G0008021,MGP_C3HHeJ_G0008025,ENSMUSG00000093034
MGP_CASTEiJ_G0037538,MGP_129S1SvImJ_G0038757,MGP_NODShiLtJ_G0038510,MGP_C3HHeJ_G0038397,ENSMUSG00000087772
MGP_CASTEiJ_G0017947,MGP_129S1SvImJ_G0018639,MGP_NODShiLtJ_G0018487,MGP_C3HHeJ_G0018392,ENSMUSG00000040471
MGP_CASTEiJ_G0006228,MGP_129S1SvImJ_G0006377,MGP_NODShiLtJ_G0006311,MGP_C3HHeJ_G0006294,ENSMUSG00000085394
MGP_CASTEiJ_G0038389,MGP_129S1SvImJ_G0039626,MGP_NODShiLtJ_G0039381,MGP_C3HHeJ_G0039263,ENSMUSG00000104536
MGP_CASTEiJ_G0021903,MGP_129S1SvImJ_G0022642,MGP_NODShiLtJ_G0022472,MGP_C3HHeJ_G0022373,ENSMUSG00000003235
MGP_CASTEiJ_G0016815,MGP_129S1SvImJ_G0017485,MGP_NODShiLtJ_G0017346,MGP_C3HHeJ_G0017248,ENSMUSG00000035621
MGP_CASTEiJ_G0009105,MGP_129S1SvImJ_G0009383,MGP_NODShiLtJ_G0009268,MGP_C3HHeJ_G0009285,ENSMUSG00000089276
MGP_CASTEiJ_G0027737,MGP_129S1SvImJ_G0028606,MGP_NODShiLtJ_G0028412,MGP_C3HHeJ_G0028302,ENSMUSG00000034210
MGP_CASTEiJ_G0021651,MGP_129S1SvImJ_G0022392,MGP_NODShiLtJ_G0022223,MGP_C3HHeJ_G0022125,ENSMUSG00000059668
MGP_CASTEiJ_G0006415,MGP_129S1SvImJ_G0006569,MGP_NODShiLtJ_G0006498,MGP_C3HHeJ_G0006485,ENSMUSG00000098424
MGP_CASTEiJ_G0026424,MGP_129S1SvImJ_G0027256,MGP_NODShiLtJ_G0027067,MGP_C3HHeJ_G0026972,ENSMUSG00000036894
MGP_CASTEiJ_G0022635,MGP_129S1SvImJ_G0023411,MGP_NODShiLtJ_G0023227,MGP_C3HHeJ_G0023134,ENSMUSG00000024194
MGP_CASTEiJ_G0030485,MGP_129S1SvImJ_G0031412,MGP_NODShiLtJ_G0031223,MGP_C3HHeJ_G0031116,ENSMUSG00000030204
MGP_CASTEiJ_G0006181,MGP_129S1SvImJ_G0006329,MGP_NODShiLtJ_G0006263,MGP_C3HHeJ_G0006247,ENSMUSG00000105838
MGP_CASTEiJ_G0026608,MGP_129S1SvImJ_G0027447,MGP_NODShiLtJ_G0027262,MGP_C3HHeJ_G0027162,ENSMUSG00000046280
MGP_CASTEiJ_G0036764,MGP_129S1SvImJ_G0037577,MGP_NODShiLtJ_G0037347,MGP_C3HHeJ_G0037236,ENSMUSG00000096342
MGP_CASTEiJ_G0024547,MGP_129S1SvImJ_G0025351,MGP_NODShiLtJ_G0025189,MGP_C3HHeJ_G0025084,ENSMUSG00000026767
MGP_CASTEiJ_G0016225,MGP_129S1SvImJ_G0016882,MGP_NODShiLtJ_G0016751,MGP_C3HHeJ_G0016644,ENSMUSG00000026516
MGP_CASTEiJ_G0037540,MGP_129S1SvImJ_G0038759,MGP_NODShiLtJ_G0038512,MGP_C3HHeJ_G0038399,ENSMUSG00000065147
MGP_CASTEiJ_G0023540,MGP_129S1SvImJ_G0024331,MGP_NODShiLtJ_G0024161,MGP_C3HHeJ_G0024064,ENSMUSG00000050304
MGP_CASTEiJ_G0021432,MGP_129S1SvImJ_G0022175,MGP_NODShiLtJ_G0022003,MGP_C3HHeJ_G0021910,ENSMUSG00000022437
MGP_CASTEiJ_G0006637,MGP_129S1SvImJ_G0006799,MGP_NODShiLtJ_G0006723,MGP_C3HHeJ_G0006714,ENSMUSG00000090086
MGP_CASTEiJ_G0031922,MGP_129S1SvImJ_G0032896,MGP_NODShiLtJ_G0032704,MGP_C3HHeJ_G0032594,ENSMUSG00000030655
MGP_CASTEiJ_G0027889,MGP_129S1SvImJ_G0028760,MGP_NODShiLtJ_G0028564,MGP_C3HHeJ_G0028456,ENSMUSG00000028871
MGP_CASTEiJ_G0008393,MGP_129S1SvImJ_G0008619,MGP_NODShiLtJ_G0008520,MGP_C3HHeJ_G0008538,ENSMUSG00000065410
MGP_CASTEiJ_G0038182,MGP_129S1SvImJ_G0039412,MGP_NODShiLtJ_G0039167,MGP_C3HHeJ_G0039049,ENSMUSG00000088948
MGP_CASTEiJ_G0036250,MGP_129S1SvImJ_G0037417,MGP_NODShiLtJ_G0037190,MGP_C3HHeJ_G0037075,ENSMUSG00000088989
MGP_CASTEiJ_G0020537,MGP_129S1SvImJ_G0021274,MGP_NODShiLtJ_G0021112,MGP_C3HHeJ_G0021014,ENSMUSG00000021880
MGP_CASTEiJ_G0032698,MGP_129S1SvImJ_G0033684,MGP_NODShiLtJ_G0033490,MGP_C3HHeJ_G0033373,ENSMUSG00000036180
MGP_CASTEiJ_G0022345,MGP_129S1SvImJ_G0023094,MGP_NODShiLtJ_G0022923,MGP_C3HHeJ_G0022825,ENSMUSG00000014039
MGP_CASTEiJ_G0024112,MGP_129S1SvImJ_G0024904,MGP_NODShiLtJ_G0024739,MGP_C3HHeJ_G0024643,ENSMUSG00000040065
MGP_CASTEiJ_G0021849,MGP_129S1SvImJ_G0022590,MGP_NODShiLtJ_G0022419,MGP_C3HHeJ_G0022321,ENSMUSG00000022750
MGP_CASTEiJ_G0020151,MGP_129S1SvImJ_G0020892,MGP_NODShiLtJ_G0020728,MGP_C3HHeJ_G0020632,ENSMUSG00000069089
MGP_CASTEiJ_G0036176,MGP_129S1SvImJ_G0037338,MGP_NODShiLtJ_G0037106,MGP_C3HHeJ_G0036998,ENSMUSG00000096205
MGP_CASTEiJ_G0025694,MGP_129S1SvImJ_G0026514,MGP_NODShiLtJ_G0026331,MGP_C3HHeJ_G0026233,ENSMUSG00000074797
MGP_CASTEiJ_G0007226,MGP_129S1SvImJ_G0007405,MGP_NODShiLtJ_G0007326,MGP_C3HHeJ_G0007323,ENSMUSG00000097422
MGP_CASTEiJ_G0021475,MGP_129S1SvImJ_G0022218,MGP_NODShiLtJ_G0022046,MGP_C3HHeJ_G0021953,ENSMUSG00000062906
MGP_CASTEiJ_G0019888,MGP_129S1SvImJ_G0020625,MGP_NODShiLtJ_G0020465,MGP_C3HHeJ_G0020374,ENSMUSG00000056222
MGP_CASTEiJ_G0018759,MGP_129S1SvImJ_G0019456,MGP_NODShiLtJ_G0019313,MGP_C3HHeJ_G0019205,ENSMUSG00000017716
MGP_CASTEiJ_G0035395,MGP_129S1SvImJ_G0036539,MGP_NODShiLtJ_G0036309,MGP_C3HHeJ_G0036209,ENSMUSG00000088631
MGP_CASTEiJ_G0024149,MGP_129S1SvImJ_G0024947,MGP_NODShiLtJ_G0024778,MGP_C3HHeJ_G0024683,ENSMUSG00000048356
MGP_CASTEiJ_G0024108,MGP_129S1SvImJ_G0024897,MGP_NODShiLtJ_G0024730,MGP_C3HHeJ_G0024634,ENSMUSG00000067522
MGP_CASTEiJ_G0032482,MGP_129S1SvImJ_G0033466,MGP_NODShiLtJ_G0033273,MGP_C3HHeJ_G0033156,ENSMUSG00000031548
MGP_CASTEiJ_G0005006,MGP_129S1SvImJ_G0005146,MGP_NODShiLtJ_G0005073,MGP_C3HHeJ_G0005058,ENSMUSG00000098040
MGP_CASTEiJ_G0004968,MGP_129S1SvImJ_G0005108,MGP_NODShiLtJ_G0005035,MGP_C3HHeJ_G0005021,ENSMUSG00000097107
MGP_CASTEiJ_G0019582,MGP_129S1SvImJ_G0020305,MGP_NODShiLtJ_G0020153,MGP_C3HHeJ_G0020059,ENSMUSG00000016982
MGP_CASTEiJ_G0006999,MGP_129S1SvImJ_G0007178,MGP_NODShiLtJ_G0007100,MGP_C3HHeJ_G0007096,ENSMUSG00000108313
MGP_CASTEiJ_G0006032,MGP_129S1SvImJ_G0006179,MGP_NODShiLtJ_G0006115,MGP_C3HHeJ_G0006097,ENSMUSG00000102263
MGP_CASTEiJ_G0035614,MGP_129S1SvImJ_G0036758,MGP_NODShiLtJ_G0036529,MGP_C3HHeJ_G0036426,ENSMUSG00000077156
MGP_CASTEiJ_G0015344,MGP_129S1SvImJ_G0015992,MGP_NODShiLtJ_G0015858,MGP_C3HHeJ_G0015763,ENSMUSG00000026043
MGP_CASTEiJ_G0017215,MGP_129S1SvImJ_G0017892,MGP_NODShiLtJ_G0017753,MGP_C3HHeJ_G0017654,ENSMUSG00000025347
MGP_CASTEiJ_G0006796,MGP_129S1SvImJ_G0006964,MGP_NODShiLtJ_G0006885,MGP_C3HHeJ_G0006880,ENSMUSG00000055408
MGP_CASTEiJ_G0021550,MGP_129S1SvImJ_G0022294,MGP_NODShiLtJ_G0022122,MGP_C3HHeJ_G0022028,ENSMUSG00000056184
MGP_CASTEiJ_G0021160,MGP_129S1SvImJ_G0021902,MGP_NODShiLtJ_G0021737,MGP_C3HHeJ_G0021641,ENSMUSG00000072511
MGP_CASTEiJ_G0030735,MGP_129S1SvImJ_G0031679,MGP_NODShiLtJ_G0031487,MGP_C3HHeJ_G0031376,ENSMUSG00000070811
MGP_CASTEiJ_G0035218,MGP_129S1SvImJ_G0036260,MGP_NODShiLtJ_G0036034,MGP_C3HHeJ_G0035930,ENSMUSG00000047757
MGP_CASTEiJ_G0006327,MGP_129S1SvImJ_G0006479,MGP_NODShiLtJ_G0006409,MGP_C3HHeJ_G0006395,ENSMUSG00000107726
MGP_CASTEiJ_G0033146,MGP_129S1SvImJ_G0034135,MGP_NODShiLtJ_G0033938,MGP_C3HHeJ_G0033819,ENSMUSG00000033633
MGP_CASTEiJ_G0018243,MGP_129S1SvImJ_G0018933,MGP_NODShiLtJ_G0018784,MGP_C3HHeJ_G0018689,ENSMUSG00000047773
MGP_CASTEiJ_G0005509,MGP_129S1SvImJ_G0005651,MGP_NODShiLtJ_G0005582,MGP_C3HHeJ_G0005565,ENSMUSG00000096960
MGP_CASTEiJ_G0027744,MGP_129S1SvImJ_G0028614,MGP_NODShiLtJ_G0028420,MGP_C3HHeJ_G0028310,ENSMUSG00000034171
MGP_CASTEiJ_G0018924,MGP_129S1SvImJ_G0019621,MGP_NODShiLtJ_G0019480,MGP_C3HHeJ_G0019369,ENSMUSG00000052632
MGP_CASTEiJ_G0016826,MGP_129S1SvImJ_G0017496,MGP_NODShiLtJ_G0017357,MGP_C3HHeJ_G0017259,ENSMUSG00000020131
MGP_CASTEiJ_G0033774,MGP_129S1SvImJ_G0034769,MGP_NODShiLtJ_G0034568,MGP_C3HHeJ_G0034452,ENSMUSG00000032268
MGP_CASTEiJ_G0006030,MGP_129S1SvImJ_G0006177,MGP_NODShiLtJ_G0006113,MGP_C3HHeJ_G0006095,ENSMUSG00000037910
MGP_CASTEiJ_G0006111,MGP_129S1SvImJ_G0006258,MGP_NODShiLtJ_G0006194,MGP_C3HHeJ_G0006177,ENSMUSG00000106070
