BL6_geneid,129_geneid,C3H_geneid,NOD_geneid,CAST_geneid
ENSMUSG00000097265::ENSMUSG00000097265,MGP_129S1SvImJ_G0005487::ENSMUSG00000097265,MGP_C3HHeJ_G0005402::ENSMUSG00000097265,MGP_NODShiLtJ_G0005416::ENSMUSG00000097265,MGP_CASTEiJ_G0005344::ENSMUSG00000097265
ENSMUSG00000074388::ENSMUSG00000074388,MGP_129S1SvImJ_G0006252::ENSMUSG00000074388,MGP_C3HHeJ_G0006171::ENSMUSG00000074388,MGP_NODShiLtJ_G0006188::ENSMUSG00000074388,MGP_CASTEiJ_G0006105::ENSMUSG00000074388
ENSMUSG00000070794::ENSMUSG00000070794,MGP_129S1SvImJ_G0005978::ENSMUSG00000070794,MGP_C3HHeJ_G0005897::ENSMUSG00000070794,MGP_NODShiLtJ_G0005914::ENSMUSG00000070794,MGP_CASTEiJ_G0005832::ENSMUSG00000070794
ENSMUSG00000102661::ENSMUSG00000102661,MGP_129S1SvImJ_G0004990::ENSMUSG00000102661,MGP_C3HHeJ_G0004902::ENSMUSG00000102661,MGP_NODShiLtJ_G0004917::ENSMUSG00000102661,MGP_CASTEiJ_G0004851::ENSMUSG00000102661
ENSMUSG00000087140::ENSMUSG00000087140,MGP_129S1SvImJ_G0005436::ENSMUSG00000087140,MGP_C3HHeJ_G0005351::ENSMUSG00000087140,MGP_NODShiLtJ_G0005365::ENSMUSG00000087140,MGP_CASTEiJ_G0005294::ENSMUSG00000087140
ENSMUSG00000104981::ENSMUSG00000104981,MGP_129S1SvImJ_G0006237::ENSMUSG00000104981,MGP_C3HHeJ_G0006155::ENSMUSG00000104981,MGP_NODShiLtJ_G0006173::ENSMUSG00000104981,MGP_CASTEiJ_G0006089::ENSMUSG00000104981
ENSMUSG00000105789::ENSMUSG00000105789,MGP_129S1SvImJ_G0006304::ENSMUSG00000105789,MGP_C3HHeJ_G0006223::ENSMUSG00000105789,MGP_NODShiLtJ_G0006240::ENSMUSG00000105789,MGP_CASTEiJ_G0006156::ENSMUSG00000105789
ENSMUSG00000097387::ENSMUSG00000097387,MGP_129S1SvImJ_G0005768::ENSMUSG00000097387,MGP_C3HHeJ_G0005684::ENSMUSG00000097387,MGP_NODShiLtJ_G0005702::ENSMUSG00000097387,MGP_CASTEiJ_G0005626::ENSMUSG00000097387
ENSMUSG00000086137::ENSMUSG00000086137,MGP_129S1SvImJ_G0005466::ENSMUSG00000086137,MGP_C3HHeJ_G0005381::ENSMUSG00000086137,MGP_NODShiLtJ_G0005395::ENSMUSG00000086137,MGP_CASTEiJ_G0005324::ENSMUSG00000086137
ENSMUSG00000101584::ENSMUSG00000101584,MGP_129S1SvImJ_G0007492::ENSMUSG00000101584,MGP_C3HHeJ_G0007409::ENSMUSG00000101584,MGP_NODShiLtJ_G0007413::ENSMUSG00000101584,MGP_CASTEiJ_G0007312::ENSMUSG00000101584
ENSMUSG00000098096::ENSMUSG00000098096,MGP_129S1SvImJ_G0005558::ENSMUSG00000098096,MGP_C3HHeJ_G0005471::ENSMUSG00000098096,MGP_NODShiLtJ_G0005488::ENSMUSG00000098096,MGP_CASTEiJ_G0005414::ENSMUSG00000098096
ENSMUSG00000087441::ENSMUSG00000087441,MGP_129S1SvImJ_G0006934::ENSMUSG00000087441,MGP_C3HHeJ_G0006849::ENSMUSG00000087441,MGP_NODShiLtJ_G0006855::ENSMUSG00000087441,MGP_CASTEiJ_G0006766::ENSMUSG00000087441
ENSMUSG00000106426::ENSMUSG00000106426,MGP_129S1SvImJ_G0006273::ENSMUSG00000106426,MGP_C3HHeJ_G0006192::ENSMUSG00000106426,MGP_NODShiLtJ_G0006209::ENSMUSG00000106426,MGP_CASTEiJ_G0006126::ENSMUSG00000106426
ENSMUSG00000107198::ENSMUSG00000107198,MGP_129S1SvImJ_G0006694::ENSMUSG00000107198,MGP_C3HHeJ_G0006609::ENSMUSG00000107198,MGP_NODShiLtJ_G0006619::ENSMUSG00000107198,MGP_CASTEiJ_G0006532::ENSMUSG00000107198
ENSMUSG00000097183::ENSMUSG00000097183,MGP_129S1SvImJ_G0006353::ENSMUSG00000097183,MGP_C3HHeJ_G0006271::ENSMUSG00000097183,MGP_NODShiLtJ_G0006287::ENSMUSG00000097183,MGP_CASTEiJ_G0006205::ENSMUSG00000097183
ENSMUSG00000105316::ENSMUSG00000105316,MGP_129S1SvImJ_G0006814::ENSMUSG00000105316,MGP_C3HHeJ_G0006729::ENSMUSG00000105316,MGP_NODShiLtJ_G0006738::ENSMUSG00000105316,MGP_CASTEiJ_G0006652::ENSMUSG00000105316
ENSMUSG00000099468::ENSMUSG00000099468,MGP_129S1SvImJ_G0006695::ENSMUSG00000099468,MGP_C3HHeJ_G0006610::ENSMUSG00000099468,MGP_NODShiLtJ_G0006620::ENSMUSG00000099468,MGP_CASTEiJ_G0006533::ENSMUSG00000099468
ENSMUSG00000087187::ENSMUSG00000087187,MGP_129S1SvImJ_G0005899::ENSMUSG00000087187,MGP_C3HHeJ_G0005818::ENSMUSG00000087187,MGP_NODShiLtJ_G0005837::ENSMUSG00000087187,MGP_CASTEiJ_G0005754::ENSMUSG00000087187
ENSMUSG00000055972::ENSMUSG00000055972,MGP_129S1SvImJ_G0005677::ENSMUSG00000055972,MGP_C3HHeJ_G0005591::ENSMUSG00000055972,MGP_NODShiLtJ_G0005608::ENSMUSG00000055972,MGP_CASTEiJ_G0005534::ENSMUSG00000055972
ENSMUSG00000107352::ENSMUSG00000107352,MGP_129S1SvImJ_G0006605::ENSMUSG00000107352,MGP_C3HHeJ_G0006520::ENSMUSG00000107352,MGP_NODShiLtJ_G0006529::ENSMUSG00000107352,MGP_CASTEiJ_G0006445::ENSMUSG00000107352
ENSMUSG00000085085::ENSMUSG00000085085,MGP_129S1SvImJ_G0006514::ENSMUSG00000085085,MGP_C3HHeJ_G0006430::ENSMUSG00000085085,MGP_NODShiLtJ_G0006444::ENSMUSG00000085085,MGP_CASTEiJ_G0006362::ENSMUSG00000085085
ENSMUSG00000108723::ENSMUSG00000108723,MGP_129S1SvImJ_G0007143::ENSMUSG00000108723,MGP_C3HHeJ_G0007061::ENSMUSG00000108723,MGP_NODShiLtJ_G0007066::ENSMUSG00000108723,MGP_CASTEiJ_G0006965::ENSMUSG00000108723
ENSMUSG00000096945::ENSMUSG00000096945,MGP_129S1SvImJ_G0005141::ENSMUSG00000096945,MGP_C3HHeJ_G0005053::ENSMUSG00000096945,MGP_NODShiLtJ_G0005068::ENSMUSG00000096945,MGP_CASTEiJ_G0005001::ENSMUSG00000096945
ENSMUSG00000100420::ENSMUSG00000100420,MGP_129S1SvImJ_G0006827::ENSMUSG00000100420,MGP_C3HHeJ_G0006742::ENSMUSG00000100420,MGP_NODShiLtJ_G0006751::ENSMUSG00000100420,MGP_CASTEiJ_G0006664::ENSMUSG00000100420
ENSMUSG00000108530::ENSMUSG00000108530,MGP_129S1SvImJ_G0007208::ENSMUSG00000108530,MGP_C3HHeJ_G0007126::ENSMUSG00000108530,MGP_NODShiLtJ_G0007130::ENSMUSG00000108530,MGP_CASTEiJ_G0007028::ENSMUSG00000108530
ENSMUSG00000097970::ENSMUSG00000097970,MGP_129S1SvImJ_G0004784::ENSMUSG00000097970,MGP_C3HHeJ_G0004695::ENSMUSG00000097970,MGP_NODShiLtJ_G0004711::ENSMUSG00000097970,MGP_CASTEiJ_G0004651::ENSMUSG00000097970
ENSMUSG00000085985::ENSMUSG00000085985,MGP_129S1SvImJ_G0005307::ENSMUSG00000085985,MGP_C3HHeJ_G0005221::ENSMUSG00000085985,MGP_NODShiLtJ_G0005235::ENSMUSG00000085985,MGP_CASTEiJ_G0005168::ENSMUSG00000085985
ENSMUSG00000100538::ENSMUSG00000100538,MGP_129S1SvImJ_G0004779::ENSMUSG00000100538,MGP_C3HHeJ_G0004690::ENSMUSG00000100538,MGP_NODShiLtJ_G0004706::ENSMUSG00000100538,MGP_CASTEiJ_G0004646::ENSMUSG00000100538
ENSMUSG00000108020::ENSMUSG00000108020,MGP_129S1SvImJ_G0007049::ENSMUSG00000108020,MGP_C3HHeJ_G0006903::ENSMUSG00000108020,MGP_NODShiLtJ_G0006971::ENSMUSG00000108020,MGP_CASTEiJ_G0006876::ENSMUSG00000108020
ENSMUSG00000100155::ENSMUSG00000100155,MGP_129S1SvImJ_G0007470::ENSMUSG00000100155,MGP_C3HHeJ_G0007387::ENSMUSG00000100155,MGP_NODShiLtJ_G0007391::ENSMUSG00000100155,MGP_CASTEiJ_G0007291::ENSMUSG00000100155
ENSMUSG00000102336::ENSMUSG00000102336,MGP_129S1SvImJ_G0004795::ENSMUSG00000102336,MGP_C3HHeJ_G0004706::ENSMUSG00000102336,MGP_NODShiLtJ_G0004722::ENSMUSG00000102336,MGP_CASTEiJ_G0004662::ENSMUSG00000102336
ENSMUSG00000100253::ENSMUSG00000100253,MGP_129S1SvImJ_G0004913::ENSMUSG00000100253,MGP_C3HHeJ_G0004825::ENSMUSG00000100253,MGP_NODShiLtJ_G0004841::ENSMUSG00000100253,MGP_CASTEiJ_G0004775::ENSMUSG00000100253
ENSMUSG00000108111::ENSMUSG00000108111,MGP_129S1SvImJ_G0007020::ENSMUSG00000108111,MGP_C3HHeJ_G0006932::ENSMUSG00000108111,MGP_NODShiLtJ_G0006942::ENSMUSG00000108111,MGP_CASTEiJ_G0006848::ENSMUSG00000108111
ENSMUSG00000100625::ENSMUSG00000100625,MGP_129S1SvImJ_G0005420::ENSMUSG00000100625,MGP_C3HHeJ_G0005334::ENSMUSG00000100625,MGP_NODShiLtJ_G0005348::ENSMUSG00000100625,MGP_CASTEiJ_G0005278::ENSMUSG00000100625
ENSMUSG00000059244::ENSMUSG00000059244,MGP_129S1SvImJ_G0006596::ENSMUSG00000059244,MGP_C3HHeJ_G0006511::ENSMUSG00000059244,MGP_NODShiLtJ_G0006520::ENSMUSG00000059244,MGP_CASTEiJ_G0006437::ENSMUSG00000059244
ENSMUSG00000085054::ENSMUSG00000085054,MGP_129S1SvImJ_G0004839::ENSMUSG00000085054,MGP_C3HHeJ_G0004750::ENSMUSG00000085054,MGP_NODShiLtJ_G0004765::ENSMUSG00000085054,MGP_CASTEiJ_G0004704::ENSMUSG00000085054
ENSMUSG00000100668::ENSMUSG00000100668,MGP_129S1SvImJ_G0005365::ENSMUSG00000100668,MGP_C3HHeJ_G0005279::ENSMUSG00000100668,MGP_NODShiLtJ_G0005293::ENSMUSG00000100668,MGP_CASTEiJ_G0005226::ENSMUSG00000100668
ENSMUSG00000097792::ENSMUSG00000097792,MGP_129S1SvImJ_G0005831::ENSMUSG00000097792,MGP_C3HHeJ_G0005749::ENSMUSG00000097792,MGP_NODShiLtJ_G0005768::ENSMUSG00000097792,MGP_CASTEiJ_G0005687::ENSMUSG00000097792
ENSMUSG00000085844::ENSMUSG00000085844,MGP_129S1SvImJ_G0005315::ENSMUSG00000085844,MGP_C3HHeJ_G0005229::ENSMUSG00000085844,MGP_NODShiLtJ_G0005243::ENSMUSG00000085844,MGP_CASTEiJ_G0005176::ENSMUSG00000085844
ENSMUSG00000087289::ENSMUSG00000087289,MGP_129S1SvImJ_G0006488::ENSMUSG00000087289,MGP_C3HHeJ_G0006404::ENSMUSG00000087289,MGP_NODShiLtJ_G0006418::ENSMUSG00000087289,MGP_CASTEiJ_G0006336::ENSMUSG00000087289
ENSMUSG00000106269::ENSMUSG00000106269,MGP_129S1SvImJ_G0006589::ENSMUSG00000106269,MGP_C3HHeJ_G0006504::ENSMUSG00000106269,MGP_NODShiLtJ_G0006514::ENSMUSG00000106269,MGP_CASTEiJ_G0006430::ENSMUSG00000106269
ENSMUSG00000078601::ENSMUSG00000078601,MGP_129S1SvImJ_G0006277::ENSMUSG00000078601,MGP_C3HHeJ_G0006196::ENSMUSG00000078601,MGP_NODShiLtJ_G0006213::ENSMUSG00000078601,MGP_CASTEiJ_G0006129::ENSMUSG00000078601
ENSMUSG00000101223::ENSMUSG00000101223,MGP_129S1SvImJ_G0004796::ENSMUSG00000101223,MGP_C3HHeJ_G0004707::ENSMUSG00000101223,MGP_NODShiLtJ_G0004723::ENSMUSG00000101223,MGP_CASTEiJ_G0004663::ENSMUSG00000101223
ENSMUSG00000100728::ENSMUSG00000100728,MGP_129S1SvImJ_G0005467::ENSMUSG00000100728,MGP_C3HHeJ_G0005382::ENSMUSG00000100728,MGP_NODShiLtJ_G0005396::ENSMUSG00000100728,MGP_CASTEiJ_G0005325::ENSMUSG00000100728
ENSMUSG00000107325::ENSMUSG00000107325,MGP_129S1SvImJ_G0005786::ENSMUSG00000107325,MGP_C3HHeJ_G0005702::ENSMUSG00000107325,MGP_NODShiLtJ_G0005720::ENSMUSG00000107325,MGP_CASTEiJ_G0005644::ENSMUSG00000107325
ENSMUSG00000102020::ENSMUSG00000102020,MGP_129S1SvImJ_G0007464::ENSMUSG00000102020,MGP_C3HHeJ_G0007381::ENSMUSG00000102020,MGP_NODShiLtJ_G0007385::ENSMUSG00000102020,MGP_CASTEiJ_G0007285::ENSMUSG00000102020
ENSMUSG00000099869::ENSMUSG00000099869,MGP_129S1SvImJ_G0007052::ENSMUSG00000099869,MGP_C3HHeJ_G0006900::ENSMUSG00000099869,MGP_NODShiLtJ_G0006974::ENSMUSG00000099869,MGP_CASTEiJ_G0006879::ENSMUSG00000099869
ENSMUSG00000105490::ENSMUSG00000105490,MGP_129S1SvImJ_G0006816::ENSMUSG00000105490,MGP_C3HHeJ_G0006731::ENSMUSG00000105490,MGP_NODShiLtJ_G0006740::ENSMUSG00000105490,MGP_CASTEiJ_G0006653::ENSMUSG00000105490
ENSMUSG00000098854::ENSMUSG00000098854,MGP_129S1SvImJ_G0007351::ENSMUSG00000098854,MGP_C3HHeJ_G0007270::ENSMUSG00000098854,MGP_NODShiLtJ_G0007272::ENSMUSG00000098854,MGP_CASTEiJ_G0007172::ENSMUSG00000098854
ENSMUSG00000085020::ENSMUSG00000085020,MGP_129S1SvImJ_G0006433::ENSMUSG00000085020,MGP_C3HHeJ_G0006349::ENSMUSG00000085020,MGP_NODShiLtJ_G0006363::ENSMUSG00000085020,MGP_CASTEiJ_G0006283::ENSMUSG00000085020
ENSMUSG00000097601::ENSMUSG00000097601,MGP_129S1SvImJ_G0005526::ENSMUSG00000097601,MGP_C3HHeJ_G0005441::ENSMUSG00000097601,MGP_NODShiLtJ_G0005456::ENSMUSG00000097601,MGP_CASTEiJ_G0005383::ENSMUSG00000097601
ENSMUSG00000100157::ENSMUSG00000100157,MGP_129S1SvImJ_G0006717::ENSMUSG00000100157,MGP_C3HHeJ_G0006632::ENSMUSG00000100157,MGP_NODShiLtJ_G0006642::ENSMUSG00000100157,MGP_CASTEiJ_G0006555::ENSMUSG00000100157
ENSMUSG00000050334::ENSMUSG00000050334,MGP_129S1SvImJ_G0005486::ENSMUSG00000050334,MGP_C3HHeJ_G0005401::ENSMUSG00000050334,MGP_NODShiLtJ_G0005415::ENSMUSG00000050334,MGP_CASTEiJ_G0005343::ENSMUSG00000050334
ENSMUSG00000105190::ENSMUSG00000105190,MGP_129S1SvImJ_G0006364::ENSMUSG00000105190,MGP_C3HHeJ_G0006282::ENSMUSG00000105190,MGP_NODShiLtJ_G0006298::ENSMUSG00000105190,MGP_CASTEiJ_G0006216::ENSMUSG00000105190
ENSMUSG00000101625::ENSMUSG00000101625,MGP_129S1SvImJ_G0004895::ENSMUSG00000101625,MGP_C3HHeJ_G0004807::ENSMUSG00000101625,MGP_NODShiLtJ_G0004823::ENSMUSG00000101625,MGP_CASTEiJ_G0004758::ENSMUSG00000101625
ENSMUSG00000031510::ENSMUSG00000031510,MGP_129S1SvImJ_G0007301::ENSMUSG00000031510,MGP_C3HHeJ_G0007219::ENSMUSG00000031510,MGP_NODShiLtJ_G0007223::ENSMUSG00000031510,MGP_CASTEiJ_G0007122::ENSMUSG00000031510
ENSMUSG00000085451::ENSMUSG00000085451,MGP_129S1SvImJ_G0005109::ENSMUSG00000085451,MGP_C3HHeJ_G0005022::ENSMUSG00000085451,MGP_NODShiLtJ_G0005036::ENSMUSG00000085451,MGP_CASTEiJ_G0004969::ENSMUSG00000085451
ENSMUSG00000102941::ENSMUSG00000102941,MGP_129S1SvImJ_G0004976::ENSMUSG00000102941,MGP_C3HHeJ_G0004888::ENSMUSG00000102941,MGP_NODShiLtJ_G0004903::ENSMUSG00000102941,MGP_CASTEiJ_G0004837::ENSMUSG00000102941
ENSMUSG00000101275::ENSMUSG00000101275,MGP_129S1SvImJ_G0004948::ENSMUSG00000101275,MGP_C3HHeJ_G0004860::ENSMUSG00000101275,MGP_NODShiLtJ_G0004875::ENSMUSG00000101275,MGP_CASTEiJ_G0004809::ENSMUSG00000101275
ENSMUSG00000097258::ENSMUSG00000097258,MGP_129S1SvImJ_G0007488::ENSMUSG00000097258,MGP_C3HHeJ_G0007405::ENSMUSG00000097258,MGP_NODShiLtJ_G0007409::ENSMUSG00000097258,MGP_CASTEiJ_G0007308::ENSMUSG00000097258
ENSMUSG00000106632::ENSMUSG00000106632,MGP_129S1SvImJ_G0006375::ENSMUSG00000106632,MGP_C3HHeJ_G0006293::ENSMUSG00000106632,MGP_NODShiLtJ_G0006309::ENSMUSG00000106632,MGP_CASTEiJ_G0006227::ENSMUSG00000106632
ENSMUSG00000105673::ENSMUSG00000105673,MGP_129S1SvImJ_G0006812::ENSMUSG00000105673,MGP_C3HHeJ_G0006727::ENSMUSG00000105673,MGP_NODShiLtJ_G0006736::ENSMUSG00000105673,MGP_CASTEiJ_G0006650::ENSMUSG00000105673
ENSMUSG00000087029::ENSMUSG00000087029,MGP_129S1SvImJ_G0006038::ENSMUSG00000087029,MGP_C3HHeJ_G0005957::ENSMUSG00000087029,MGP_NODShiLtJ_G0005974::ENSMUSG00000087029,MGP_CASTEiJ_G0005891::ENSMUSG00000087029
ENSMUSG00000100306::ENSMUSG00000100306,MGP_129S1SvImJ_G0005382::ENSMUSG00000100306,MGP_C3HHeJ_G0005296::ENSMUSG00000100306,MGP_NODShiLtJ_G0005310::ENSMUSG00000100306,MGP_CASTEiJ_G0005240::ENSMUSG00000100306
ENSMUSG00000105157::ENSMUSG00000105157,MGP_129S1SvImJ_G0006579::ENSMUSG00000105157,MGP_C3HHeJ_G0006494::ENSMUSG00000105157,MGP_NODShiLtJ_G0006507::ENSMUSG00000105157,MGP_CASTEiJ_G0006423::ENSMUSG00000105157
ENSMUSG00000096976::ENSMUSG00000096976,MGP_129S1SvImJ_G0007476::ENSMUSG00000096976,MGP_C3HHeJ_G0007393::ENSMUSG00000096976,MGP_NODShiLtJ_G0007397::ENSMUSG00000096976,MGP_CASTEiJ_G0007296::ENSMUSG00000096976
ENSMUSG00000086632::ENSMUSG00000086632,MGP_129S1SvImJ_G0006679::ENSMUSG00000086632,MGP_C3HHeJ_G0006594::ENSMUSG00000086632,MGP_NODShiLtJ_G0006604::ENSMUSG00000086632,MGP_CASTEiJ_G0006517::ENSMUSG00000086632
ENSMUSG00000074113::ENSMUSG00000074113,MGP_129S1SvImJ_G0007378::ENSMUSG00000074113,MGP_C3HHeJ_G0007296::ENSMUSG00000074113,MGP_NODShiLtJ_G0007299::ENSMUSG00000074113,MGP_CASTEiJ_G0007199::ENSMUSG00000074113
ENSMUSG00000101404::ENSMUSG00000101404,MGP_129S1SvImJ_G0006996::ENSMUSG00000101404,MGP_C3HHeJ_G0006957::ENSMUSG00000101404,MGP_NODShiLtJ_G0006917::ENSMUSG00000101404,MGP_CASTEiJ_G0006826::ENSMUSG00000101404
ENSMUSG00000084773::ENSMUSG00000084773,MGP_129S1SvImJ_G0005217::ENSMUSG00000084773,MGP_C3HHeJ_G0005131::ENSMUSG00000084773,MGP_NODShiLtJ_G0005146::ENSMUSG00000084773,MGP_CASTEiJ_G0005078::ENSMUSG00000084773
ENSMUSG00000105308::ENSMUSG00000105308,MGP_129S1SvImJ_G0006818::ENSMUSG00000105308,MGP_C3HHeJ_G0006733::ENSMUSG00000105308,MGP_NODShiLtJ_G0006742::ENSMUSG00000105308,MGP_CASTEiJ_G0006655::ENSMUSG00000105308
ENSMUSG00000106519::ENSMUSG00000106519,MGP_129S1SvImJ_G0006155::ENSMUSG00000106519,MGP_C3HHeJ_G0006073::ENSMUSG00000106519,MGP_NODShiLtJ_G0006091::ENSMUSG00000106519,MGP_CASTEiJ_G0006008::ENSMUSG00000106519
ENSMUSG00000085257::ENSMUSG00000085257,MGP_129S1SvImJ_G0005865::ENSMUSG00000085257,MGP_C3HHeJ_G0005783::ENSMUSG00000085257,MGP_NODShiLtJ_G0005802::ENSMUSG00000085257,MGP_CASTEiJ_G0005720::ENSMUSG00000085257
ENSMUSG00000099707::ENSMUSG00000099707,MGP_129S1SvImJ_G0004864::ENSMUSG00000099707,MGP_C3HHeJ_G0004775::ENSMUSG00000099707,MGP_NODShiLtJ_G0004790::ENSMUSG00000099707,MGP_CASTEiJ_G0004728::ENSMUSG00000099707
ENSMUSG00000104703::ENSMUSG00000104703,MGP_129S1SvImJ_G0006287::ENSMUSG00000104703,MGP_C3HHeJ_G0006206::ENSMUSG00000104703,MGP_NODShiLtJ_G0006223::ENSMUSG00000104703,MGP_CASTEiJ_G0006139::ENSMUSG00000104703
ENSMUSG00000085427::ENSMUSG00000085427,MGP_129S1SvImJ_G0005934::ENSMUSG00000085427,MGP_C3HHeJ_G0005853::ENSMUSG00000085427,MGP_NODShiLtJ_G0005872::ENSMUSG00000085427,MGP_CASTEiJ_G0005789::ENSMUSG00000085427
ENSMUSG00000085395::ENSMUSG00000085395,MGP_129S1SvImJ_G0006552::ENSMUSG00000085395,MGP_C3HHeJ_G0006468::ENSMUSG00000085395,MGP_NODShiLtJ_G0006481::ENSMUSG00000085395,MGP_CASTEiJ_G0006399::ENSMUSG00000085395
ENSMUSG00000099502::ENSMUSG00000099502,MGP_129S1SvImJ_G0005938::ENSMUSG00000099502,MGP_C3HHeJ_G0005857::ENSMUSG00000099502,MGP_NODShiLtJ_G0005876::ENSMUSG00000099502,MGP_CASTEiJ_G0005793::ENSMUSG00000099502
ENSMUSG00000104096::ENSMUSG00000104096,MGP_129S1SvImJ_G0006210::ENSMUSG00000104096,MGP_C3HHeJ_G0006128::ENSMUSG00000104096,MGP_NODShiLtJ_G0006146::ENSMUSG00000104096,MGP_CASTEiJ_G0006062::ENSMUSG00000104096
ENSMUSG00000086908::ENSMUSG00000086908,MGP_129S1SvImJ_G0005926::ENSMUSG00000086908,MGP_C3HHeJ_G0005845::ENSMUSG00000086908,MGP_NODShiLtJ_G0005864::ENSMUSG00000086908,MGP_CASTEiJ_G0005781::ENSMUSG00000086908
ENSMUSG00000086617::ENSMUSG00000086617,MGP_129S1SvImJ_G0005297::ENSMUSG00000086617,MGP_C3HHeJ_G0005211::ENSMUSG00000086617,MGP_NODShiLtJ_G0005225::ENSMUSG00000086617,MGP_CASTEiJ_G0005158::ENSMUSG00000086617
ENSMUSG00000086025::ENSMUSG00000086025,MGP_129S1SvImJ_G0005176::ENSMUSG00000086025,MGP_C3HHeJ_G0005089::ENSMUSG00000086025,MGP_NODShiLtJ_G0005104::ENSMUSG00000086025,MGP_CASTEiJ_G0005036::ENSMUSG00000086025
ENSMUSG00000086902::ENSMUSG00000086902,MGP_129S1SvImJ_G0005321::ENSMUSG00000086902,MGP_C3HHeJ_G0005235::ENSMUSG00000086902,MGP_NODShiLtJ_G0005249::ENSMUSG00000086902,MGP_CASTEiJ_G0005182::ENSMUSG00000086902
ENSMUSG00000073699::ENSMUSG00000073699,MGP_129S1SvImJ_G0006565::ENSMUSG00000073699,MGP_C3HHeJ_G0006481::ENSMUSG00000073699,MGP_NODShiLtJ_G0006494::ENSMUSG00000073699,MGP_CASTEiJ_G0006411::ENSMUSG00000073699
ENSMUSG00000097731::ENSMUSG00000097731,MGP_129S1SvImJ_G0006542::ENSMUSG00000097731,MGP_C3HHeJ_G0006458::ENSMUSG00000097731,MGP_NODShiLtJ_G0006472::ENSMUSG00000097731,MGP_CASTEiJ_G0006390::ENSMUSG00000097731
ENSMUSG00000085350::ENSMUSG00000085350,MGP_129S1SvImJ_G0006090::ENSMUSG00000085350,MGP_C3HHeJ_G0006007::ENSMUSG00000085350,MGP_NODShiLtJ_G0006026::ENSMUSG00000085350,MGP_CASTEiJ_G0005944::ENSMUSG00000085350
ENSMUSG00000107027::ENSMUSG00000107027,MGP_129S1SvImJ_G0006665::ENSMUSG00000107027,MGP_C3HHeJ_G0006581::ENSMUSG00000107027,MGP_NODShiLtJ_G0006590::ENSMUSG00000107027,MGP_CASTEiJ_G0006503::ENSMUSG00000107027
ENSMUSG00000087586::ENSMUSG00000087586,MGP_129S1SvImJ_G0007531::ENSMUSG00000087586,MGP_C3HHeJ_G0007449::ENSMUSG00000087586,MGP_NODShiLtJ_G0007453::ENSMUSG00000087586,MGP_CASTEiJ_G0007353::ENSMUSG00000087586
ENSMUSG00000099683::ENSMUSG00000099683,MGP_129S1SvImJ_G0006025::ENSMUSG00000099683,MGP_C3HHeJ_G0005944::ENSMUSG00000099683,MGP_NODShiLtJ_G0005961::ENSMUSG00000099683,MGP_CASTEiJ_G0005879::ENSMUSG00000099683
ENSMUSG00000097598::ENSMUSG00000097598,MGP_129S1SvImJ_G0006959::ENSMUSG00000097598,MGP_C3HHeJ_G0006875::ENSMUSG00000097598,MGP_NODShiLtJ_G0006879::ENSMUSG00000097598,MGP_CASTEiJ_G0006791::ENSMUSG00000097598
ENSMUSG00000099622::ENSMUSG00000099622,MGP_129S1SvImJ_G0004995::ENSMUSG00000099622,MGP_C3HHeJ_G0004907::ENSMUSG00000099622,MGP_NODShiLtJ_G0004921::ENSMUSG00000099622,MGP_CASTEiJ_G0004855::ENSMUSG00000099622
ENSMUSG00000087010::ENSMUSG00000087010,MGP_129S1SvImJ_G0006506::ENSMUSG00000087010,MGP_C3HHeJ_G0006422::ENSMUSG00000087010,MGP_NODShiLtJ_G0006436::ENSMUSG00000087010,MGP_CASTEiJ_G0006354::ENSMUSG00000087010
ENSMUSG00000100562::ENSMUSG00000100562,MGP_129S1SvImJ_G0004884::ENSMUSG00000100562,MGP_C3HHeJ_G0004795::ENSMUSG00000100562,MGP_NODShiLtJ_G0004810::ENSMUSG00000100562,MGP_CASTEiJ_G0004748::ENSMUSG00000100562
ENSMUSG00000086646::ENSMUSG00000086646,MGP_129S1SvImJ_G0005225::ENSMUSG00000086646,MGP_C3HHeJ_G0005139::ENSMUSG00000086646,MGP_NODShiLtJ_G0005154::ENSMUSG00000086646,MGP_CASTEiJ_G0005086::ENSMUSG00000086646
ENSMUSG00000105809::ENSMUSG00000105809,MGP_129S1SvImJ_G0006828::ENSMUSG00000105809,MGP_C3HHeJ_G0006743::ENSMUSG00000105809,MGP_NODShiLtJ_G0006752::ENSMUSG00000105809,MGP_CASTEiJ_G0006665::ENSMUSG00000105809
ENSMUSG00000095956::ENSMUSG00000095956,MGP_129S1SvImJ_G0007444::ENSMUSG00000095956,MGP_C3HHeJ_G0007361::ENSMUSG00000095956,MGP_NODShiLtJ_G0007365::ENSMUSG00000095956,MGP_CASTEiJ_G0007265::ENSMUSG00000095956
ENSMUSG00000097326::ENSMUSG00000097326,MGP_129S1SvImJ_G0005460::ENSMUSG00000097326,MGP_C3HHeJ_G0005375::ENSMUSG00000097326,MGP_NODShiLtJ_G0005389::ENSMUSG00000097326,MGP_CASTEiJ_G0005318::ENSMUSG00000097326
ENSMUSG00000097734::ENSMUSG00000097734,MGP_129S1SvImJ_G0007443::ENSMUSG00000097734,MGP_C3HHeJ_G0007360::ENSMUSG00000097734,MGP_NODShiLtJ_G0007364::ENSMUSG00000097734,MGP_CASTEiJ_G0007264::ENSMUSG00000097734
