BL6_geneid,129_geneid,C3H_geneid,CAST_geneid,NOD_geneid
ENSMUSG00000036030::ENSMUSG00000036030,MGP_129S1SvImJ_G0035018::ENSMUSG00000036030,MGP_C3HHeJ_G0034700::ENSMUSG00000036030,MGP_CASTEiJ_G0034022::ENSMUSG00000036030,MGP_NODShiLtJ_G0034815::ENSMUSG00000036030
ENSMUSG00000025961::ENSMUSG00000025961,MGP_129S1SvImJ_G0016093::ENSMUSG00000025961,MGP_C3HHeJ_G0015863::ENSMUSG00000025961,MGP_CASTEiJ_G0015446::ENSMUSG00000025961,MGP_NODShiLtJ_G0015959::ENSMUSG00000025961
ENSMUSG00000037790::ENSMUSG00000037790,MGP_129S1SvImJ_G0033421::ENSMUSG00000037790,MGP_C3HHeJ_G0033113::ENSMUSG00000037790,MGP_CASTEiJ_G0032437::ENSMUSG00000037790,MGP_NODShiLtJ_G0033227::ENSMUSG00000037790
ENSMUSG00000014030::ENSMUSG00000014030,MGP_129S1SvImJ_G0028235::ENSMUSG00000014030,MGP_C3HHeJ_G0027934::ENSMUSG00000014030,MGP_CASTEiJ_G0027373::ENSMUSG00000014030,MGP_NODShiLtJ_G0028040::ENSMUSG00000014030
ENSMUSG00000006736::ENSMUSG00000006736,MGP_129S1SvImJ_G0017805::ENSMUSG00000006736,MGP_C3HHeJ_G0017568::ENSMUSG00000006736,MGP_CASTEiJ_G0017128::ENSMUSG00000006736,MGP_NODShiLtJ_G0017666::ENSMUSG00000006736
ENSMUSG00000025204::ENSMUSG00000025204,MGP_129S1SvImJ_G0025174::ENSMUSG00000025204,MGP_C3HHeJ_G0024905::ENSMUSG00000025204,MGP_CASTEiJ_G0024370::ENSMUSG00000025204,MGP_NODShiLtJ_G0025009::ENSMUSG00000025204
ENSMUSG00000029128::ENSMUSG00000029128,MGP_129S1SvImJ_G0029517::ENSMUSG00000029128,MGP_C3HHeJ_G0029217::ENSMUSG00000029128,MGP_CASTEiJ_G0028625::ENSMUSG00000029128,MGP_NODShiLtJ_G0029320::ENSMUSG00000029128
ENSMUSG00000045225::ENSMUSG00000045225,MGP_129S1SvImJ_G0026031::ENSMUSG00000045225,MGP_C3HHeJ_G0025759::ENSMUSG00000045225,MGP_CASTEiJ_G0025218::ENSMUSG00000045225,MGP_NODShiLtJ_G0025860::ENSMUSG00000045225
ENSMUSG00000090122::ENSMUSG00000090122,MGP_129S1SvImJ_G0036149::ENSMUSG00000090122,MGP_C3HHeJ_G0035825::ENSMUSG00000090122,MGP_CASTEiJ_G0035116::ENSMUSG00000090122,MGP_NODShiLtJ_G0035930::ENSMUSG00000090122
ENSMUSG00000101918::ENSMUSG00000101918,MGP_129S1SvImJ_G0026086::ENSMUSG00000101918,MGP_C3HHeJ_G0025812::ENSMUSG00000101918,MGP_CASTEiJ_G0025272::ENSMUSG00000101918,MGP_NODShiLtJ_G0025914::ENSMUSG00000101918
ENSMUSG00000047187::ENSMUSG00000047187,MGP_129S1SvImJ_G0028039::ENSMUSG00000047187,MGP_C3HHeJ_G0027739::ENSMUSG00000047187,MGP_CASTEiJ_G0027193::ENSMUSG00000047187,MGP_NODShiLtJ_G0027854::ENSMUSG00000047187
ENSMUSG00000097918::ENSMUSG00000097918,MGP_129S1SvImJ_G0016534::ENSMUSG00000097918,MGP_C3HHeJ_G0016303::ENSMUSG00000097918,MGP_CASTEiJ_G0015883::ENSMUSG00000097918,MGP_NODShiLtJ_G0016406::ENSMUSG00000097918
ENSMUSG00000052688::ENSMUSG00000052688,MGP_129S1SvImJ_G0016457::ENSMUSG00000052688,MGP_C3HHeJ_G0016226::ENSMUSG00000052688,MGP_CASTEiJ_G0015806::ENSMUSG00000052688,MGP_NODShiLtJ_G0016329::ENSMUSG00000052688
ENSMUSG00000066268::ENSMUSG00000066268,MGP_129S1SvImJ_G0032641::ENSMUSG00000066268,MGP_C3HHeJ_G0032344::ENSMUSG00000066268,MGP_CASTEiJ_G0031672::ENSMUSG00000066268,MGP_NODShiLtJ_G0032453::ENSMUSG00000066268
ENSMUSG00000063894::ENSMUSG00000063894,MGP_129S1SvImJ_G0020281::ENSMUSG00000063894,MGP_C3HHeJ_G0020026::ENSMUSG00000063894,MGP_CASTEiJ_G0019562::ENSMUSG00000063894,MGP_NODShiLtJ_G0020130::ENSMUSG00000063894
ENSMUSG00000025420::ENSMUSG00000025420,MGP_129S1SvImJ_G0024571::ENSMUSG00000025420,MGP_C3HHeJ_G0024306::ENSMUSG00000025420,MGP_CASTEiJ_G0023778::ENSMUSG00000025420,MGP_NODShiLtJ_G0024401::ENSMUSG00000025420
ENSMUSG00000000374::ENSMUSG00000000374,MGP_129S1SvImJ_G0017419::ENSMUSG00000000374,MGP_C3HHeJ_G0017182::ENSMUSG00000000374,MGP_CASTEiJ_G0016752::ENSMUSG00000000374,MGP_NODShiLtJ_G0017281::ENSMUSG00000000374
ENSMUSG00000041064::ENSMUSG00000041064,MGP_129S1SvImJ_G0034963::ENSMUSG00000041064,MGP_C3HHeJ_G0034646::ENSMUSG00000041064,MGP_CASTEiJ_G0033967::ENSMUSG00000041064,MGP_NODShiLtJ_G0034760::ENSMUSG00000041064
ENSMUSG00000038527::ENSMUSG00000038527,MGP_129S1SvImJ_G0031258::ENSMUSG00000038527,MGP_C3HHeJ_G0030956::ENSMUSG00000038527,MGP_CASTEiJ_G0030339::ENSMUSG00000038527,MGP_NODShiLtJ_G0031059::ENSMUSG00000038527
ENSMUSG00000022755::ENSMUSG00000022755,MGP_129S1SvImJ_G0022891::ENSMUSG00000022755,MGP_C3HHeJ_G0022621::ENSMUSG00000022755,MGP_CASTEiJ_G0022148::ENSMUSG00000022755,MGP_NODShiLtJ_G0022719::ENSMUSG00000022755
ENSMUSG00000024731::ENSMUSG00000024731,MGP_129S1SvImJ_G0024865::ENSMUSG00000024731,MGP_C3HHeJ_G0024599::ENSMUSG00000024731,MGP_CASTEiJ_G0024072::ENSMUSG00000024731,MGP_NODShiLtJ_G0024694::ENSMUSG00000024731
ENSMUSG00000001763::ENSMUSG00000001763,MGP_129S1SvImJ_G0030529::ENSMUSG00000001763,MGP_C3HHeJ_G0030225::ENSMUSG00000001763,MGP_CASTEiJ_G0029627::ENSMUSG00000001763,MGP_NODShiLtJ_G0030337::ENSMUSG00000001763
ENSMUSG00000000686::ENSMUSG00000000686,MGP_129S1SvImJ_G0018750::ENSMUSG00000000686,MGP_C3HHeJ_G0018503::ENSMUSG00000000686,MGP_CASTEiJ_G0018057::ENSMUSG00000000686,MGP_NODShiLtJ_G0018598::ENSMUSG00000000686
ENSMUSG00000039521::ENSMUSG00000039521,MGP_129S1SvImJ_G0035512::ENSMUSG00000039521,MGP_C3HHeJ_G0035194::ENSMUSG00000039521,MGP_CASTEiJ_G0034494::ENSMUSG00000039521,MGP_NODShiLtJ_G0035307::ENSMUSG00000039521
ENSMUSG00000055240::ENSMUSG00000055240,MGP_129S1SvImJ_G0023527::ENSMUSG00000055240,MGP_C3HHeJ_G0023253::ENSMUSG00000055240,MGP_CASTEiJ_G0022755::ENSMUSG00000055240,MGP_NODShiLtJ_G0023347::ENSMUSG00000055240
ENSMUSG00000034773::ENSMUSG00000034773,MGP_129S1SvImJ_G0019227::ENSMUSG00000034773,MGP_C3HHeJ_G0018978::ENSMUSG00000034773,MGP_CASTEiJ_G0018532::ENSMUSG00000034773,MGP_NODShiLtJ_G0019080::ENSMUSG00000034773
ENSMUSG00000068122::ENSMUSG00000068122,MGP_129S1SvImJ_G0035608::ENSMUSG00000068122,MGP_C3HHeJ_G0035296::ENSMUSG00000068122,MGP_CASTEiJ_G0034587::ENSMUSG00000068122,MGP_NODShiLtJ_G0035407::ENSMUSG00000068122
ENSMUSG00000030769::ENSMUSG00000030769,MGP_129S1SvImJ_G0032960::ENSMUSG00000030769,MGP_C3HHeJ_G0032658::ENSMUSG00000030769,MGP_CASTEiJ_G0031986::ENSMUSG00000030769,MGP_NODShiLtJ_G0032768::ENSMUSG00000030769
ENSMUSG00000001157::ENSMUSG00000001157,MGP_129S1SvImJ_G0030982::ENSMUSG00000001157,MGP_C3HHeJ_G0030749::ENSMUSG00000001157,MGP_CASTEiJ_G0030070::ENSMUSG00000001157,MGP_NODShiLtJ_G0030787::ENSMUSG00000001157
ENSMUSG00000025328::ENSMUSG00000025328,MGP_129S1SvImJ_G0029030::ENSMUSG00000025328,MGP_C3HHeJ_G0028727::ENSMUSG00000025328,MGP_CASTEiJ_G0028159::ENSMUSG00000025328,MGP_NODShiLtJ_G0028834::ENSMUSG00000025328
ENSMUSG00000068250::ENSMUSG00000068250,MGP_129S1SvImJ_G0031510::ENSMUSG00000068250,MGP_C3HHeJ_G0031213::ENSMUSG00000068250,MGP_CASTEiJ_G0030582::ENSMUSG00000068250,MGP_NODShiLtJ_G0031321::ENSMUSG00000068250
ENSMUSG00000020024::ENSMUSG00000020024,MGP_129S1SvImJ_G0017665::ENSMUSG00000020024,MGP_C3HHeJ_G0017430::ENSMUSG00000020024,MGP_CASTEiJ_G0016995::ENSMUSG00000020024,MGP_NODShiLtJ_G0017528::ENSMUSG00000020024
ENSMUSG00000109718::ENSMUSG00000109718,MGP_129S1SvImJ_G0033648::ENSMUSG00000109718,MGP_C3HHeJ_G0033336::ENSMUSG00000109718,MGP_CASTEiJ_G0032661::ENSMUSG00000109718,MGP_NODShiLtJ_G0033453::ENSMUSG00000109718
ENSMUSG00000027551::ENSMUSG00000027551,MGP_129S1SvImJ_G0026930::ENSMUSG00000027551,MGP_C3HHeJ_G0026648::ENSMUSG00000027551,MGP_CASTEiJ_G0026106::ENSMUSG00000027551,MGP_NODShiLtJ_G0026748::ENSMUSG00000027551
ENSMUSG00000013236::ENSMUSG00000013236,MGP_129S1SvImJ_G0023926::ENSMUSG00000013236,MGP_C3HHeJ_G0023649::ENSMUSG00000013236,MGP_CASTEiJ_G0023131::ENSMUSG00000013236,MGP_NODShiLtJ_G0023747::ENSMUSG00000013236
ENSMUSG00000030222::ENSMUSG00000030222,MGP_129S1SvImJ_G0031434::ENSMUSG00000030222,MGP_C3HHeJ_G0031138::ENSMUSG00000030222,MGP_CASTEiJ_G0030506::ENSMUSG00000030222,MGP_NODShiLtJ_G0031246::ENSMUSG00000030222
ENSMUSG00000004980::ENSMUSG00000004980,MGP_129S1SvImJ_G0030734::ENSMUSG00000004980,MGP_C3HHeJ_G0030429::ENSMUSG00000004980,MGP_CASTEiJ_G0029831::ENSMUSG00000004980,MGP_NODShiLtJ_G0030538::ENSMUSG00000004980
ENSMUSG00000014856::ENSMUSG00000014856,MGP_129S1SvImJ_G0034040::ENSMUSG00000014856,MGP_C3HHeJ_G0033726::ENSMUSG00000014856,MGP_CASTEiJ_G0033052::ENSMUSG00000014856,MGP_NODShiLtJ_G0033843::ENSMUSG00000014856
ENSMUSG00000028558::ENSMUSG00000028558,MGP_129S1SvImJ_G0028568::ENSMUSG00000028558,MGP_C3HHeJ_G0028264::ENSMUSG00000028558,MGP_CASTEiJ_G0027700::ENSMUSG00000028558,MGP_NODShiLtJ_G0028375::ENSMUSG00000028558
ENSMUSG00000075229::ENSMUSG00000075229,MGP_129S1SvImJ_G0022778::ENSMUSG00000075229,MGP_C3HHeJ_G0022510::ENSMUSG00000075229,MGP_CASTEiJ_G0022038::ENSMUSG00000075229,MGP_NODShiLtJ_G0022607::ENSMUSG00000075229
ENSMUSG00000024130::ENSMUSG00000024130,MGP_129S1SvImJ_G0023296::ENSMUSG00000024130,MGP_C3HHeJ_G0023021::ENSMUSG00000024130,MGP_CASTEiJ_G0022523::ENSMUSG00000024130,MGP_NODShiLtJ_G0023115::ENSMUSG00000024130
ENSMUSG00000045165::ENSMUSG00000045165,MGP_129S1SvImJ_G0033020::ENSMUSG00000045165,MGP_C3HHeJ_G0032718::ENSMUSG00000045165,MGP_CASTEiJ_G0032047::ENSMUSG00000045165,MGP_NODShiLtJ_G0032828::ENSMUSG00000045165
ENSMUSG00000049641::ENSMUSG00000049641,MGP_129S1SvImJ_G0017220::ENSMUSG00000049641,MGP_C3HHeJ_G0016979::ENSMUSG00000049641,MGP_CASTEiJ_G0016553::ENSMUSG00000049641,MGP_NODShiLtJ_G0017080::ENSMUSG00000049641
ENSMUSG00000029028::ENSMUSG00000029028,MGP_129S1SvImJ_G0029188::ENSMUSG00000029028,MGP_C3HHeJ_G0028890::ENSMUSG00000029028,MGP_CASTEiJ_G0028303::ENSMUSG00000029028,MGP_NODShiLtJ_G0028992::ENSMUSG00000029028
ENSMUSG00000026496::ENSMUSG00000026496,MGP_129S1SvImJ_G0016870::ENSMUSG00000026496,MGP_C3HHeJ_G0016632::ENSMUSG00000026496,MGP_CASTEiJ_G0016213::ENSMUSG00000026496,MGP_NODShiLtJ_G0016739::ENSMUSG00000026496
ENSMUSG00000020910::ENSMUSG00000020910,MGP_129S1SvImJ_G0018483::ENSMUSG00000020910,MGP_C3HHeJ_G0018236::ENSMUSG00000020910,MGP_CASTEiJ_G0017792::ENSMUSG00000020910,MGP_NODShiLtJ_G0018333::ENSMUSG00000020910
ENSMUSG00000026556::ENSMUSG00000026556,MGP_129S1SvImJ_G0016774::ENSMUSG00000026556,MGP_C3HHeJ_G0016538::ENSMUSG00000026556,MGP_CASTEiJ_G0016118::ENSMUSG00000026556,MGP_NODShiLtJ_G0016643::ENSMUSG00000026556
ENSMUSG00000071235::ENSMUSG00000071235,MGP_129S1SvImJ_G0019942::ENSMUSG00000071235,MGP_C3HHeJ_G0019685::ENSMUSG00000071235,MGP_CASTEiJ_G0019234::ENSMUSG00000071235,MGP_NODShiLtJ_G0019796::ENSMUSG00000071235
ENSMUSG00000023914::ENSMUSG00000023914,MGP_129S1SvImJ_G0023774::ENSMUSG00000023914,MGP_C3HHeJ_G0023500::ENSMUSG00000023914,MGP_CASTEiJ_G0022981::ENSMUSG00000023914,MGP_NODShiLtJ_G0023598::ENSMUSG00000023914
ENSMUSG00000017858::ENSMUSG00000017858,MGP_129S1SvImJ_G0026816::ENSMUSG00000017858,MGP_C3HHeJ_G0026533::ENSMUSG00000017858,MGP_CASTEiJ_G0025994::ENSMUSG00000017858,MGP_NODShiLtJ_G0026636::ENSMUSG00000017858
ENSMUSG00000018379::ENSMUSG00000018379,MGP_129S1SvImJ_G0018919::ENSMUSG00000018379,MGP_C3HHeJ_G0018674::ENSMUSG00000018379,MGP_CASTEiJ_G0018229::ENSMUSG00000018379,MGP_NODShiLtJ_G0018769::ENSMUSG00000018379
ENSMUSG00000049339::ENSMUSG00000049339,MGP_129S1SvImJ_G0016172::ENSMUSG00000049339,MGP_C3HHeJ_G0015941::ENSMUSG00000049339,MGP_CASTEiJ_G0015525::ENSMUSG00000049339,MGP_NODShiLtJ_G0016038::ENSMUSG00000049339
ENSMUSG00000022292::ENSMUSG00000022292,MGP_129S1SvImJ_G0021804::ENSMUSG00000022292,MGP_C3HHeJ_G0021545::ENSMUSG00000022292,MGP_CASTEiJ_G0021062::ENSMUSG00000022292,MGP_NODShiLtJ_G0021640::ENSMUSG00000022292
ENSMUSG00000019432::ENSMUSG00000019432,MGP_129S1SvImJ_G0023633::ENSMUSG00000019432,MGP_C3HHeJ_G0023360::ENSMUSG00000019432,MGP_CASTEiJ_G0022856::ENSMUSG00000019432,MGP_NODShiLtJ_G0023455::ENSMUSG00000019432
ENSMUSG00000015854::ENSMUSG00000015854,MGP_129S1SvImJ_G0027361::ENSMUSG00000015854,MGP_C3HHeJ_G0027077::ENSMUSG00000015854,MGP_CASTEiJ_G0026524::ENSMUSG00000015854,MGP_NODShiLtJ_G0027176::ENSMUSG00000015854
ENSMUSG00000047446::ENSMUSG00000047446,MGP_129S1SvImJ_G0019699::ENSMUSG00000047446,MGP_C3HHeJ_G0019447::ENSMUSG00000047446,MGP_CASTEiJ_G0019000::ENSMUSG00000047446,MGP_NODShiLtJ_G0019557::ENSMUSG00000047446
ENSMUSG00000021259::ENSMUSG00000021259,MGP_129S1SvImJ_G0020104::ENSMUSG00000021259,MGP_C3HHeJ_G0019846::ENSMUSG00000021259,MGP_CASTEiJ_G0019388::ENSMUSG00000021259,MGP_NODShiLtJ_G0019953::ENSMUSG00000021259
ENSMUSG00000021417::ENSMUSG00000021417,MGP_129S1SvImJ_G0020457::ENSMUSG00000021417,MGP_C3HHeJ_G0020206::ENSMUSG00000021417,MGP_CASTEiJ_G0019721::ENSMUSG00000021417,MGP_NODShiLtJ_G0020298::ENSMUSG00000021417
ENSMUSG00000073721::ENSMUSG00000073721,MGP_129S1SvImJ_G0029089::ENSMUSG00000073721,MGP_C3HHeJ_G0028790::ENSMUSG00000073721,MGP_CASTEiJ_G0028206::ENSMUSG00000073721,MGP_NODShiLtJ_G0028894::ENSMUSG00000073721
ENSMUSG00000031682::ENSMUSG00000031682,MGP_129S1SvImJ_G0033810::ENSMUSG00000031682,MGP_C3HHeJ_G0033495::ENSMUSG00000031682,MGP_CASTEiJ_G0032826::ENSMUSG00000031682,MGP_NODShiLtJ_G0033615::ENSMUSG00000031682
ENSMUSG00000060450::ENSMUSG00000060450,MGP_129S1SvImJ_G0024362::ENSMUSG00000060450,MGP_C3HHeJ_G0024095::ENSMUSG00000060450,MGP_CASTEiJ_G0023570::ENSMUSG00000060450,MGP_NODShiLtJ_G0024192::ENSMUSG00000060450
ENSMUSG00000033053::ENSMUSG00000033053,MGP_129S1SvImJ_G0024986::ENSMUSG00000033053,MGP_C3HHeJ_G0024720::ENSMUSG00000033053,MGP_CASTEiJ_G0024188::ENSMUSG00000033053,MGP_NODShiLtJ_G0024818::ENSMUSG00000033053
ENSMUSG00000034282::ENSMUSG00000034282,MGP_129S1SvImJ_G0019420::ENSMUSG00000034282,MGP_C3HHeJ_G0019169::ENSMUSG00000034282,MGP_CASTEiJ_G0018724::ENSMUSG00000034282,MGP_NODShiLtJ_G0019277::ENSMUSG00000034282
ENSMUSG00000029925::ENSMUSG00000029925,MGP_129S1SvImJ_G0030592::ENSMUSG00000029925,MGP_C3HHeJ_G0030288::ENSMUSG00000029925,MGP_CASTEiJ_G0029690::ENSMUSG00000029925,MGP_NODShiLtJ_G0030400::ENSMUSG00000029925
ENSMUSG00000021768::ENSMUSG00000021768,MGP_129S1SvImJ_G0021054::ENSMUSG00000021768,MGP_C3HHeJ_G0020790::ENSMUSG00000021768,MGP_CASTEiJ_G0020314::ENSMUSG00000021768,MGP_NODShiLtJ_G0020888::ENSMUSG00000021768
ENSMUSG00000022960::ENSMUSG00000022960,MGP_129S1SvImJ_G0023047::ENSMUSG00000022960,MGP_C3HHeJ_G0022778::ENSMUSG00000022960,MGP_CASTEiJ_G0022297::ENSMUSG00000022960,MGP_NODShiLtJ_G0022876::ENSMUSG00000022960
ENSMUSG00000007837::ENSMUSG00000007837,MGP_129S1SvImJ_G0032196::ENSMUSG00000007837,MGP_C3HHeJ_G0031903::ENSMUSG00000007837,MGP_CASTEiJ_G0031231::ENSMUSG00000007837,MGP_NODShiLtJ_G0032013::ENSMUSG00000007837
ENSMUSG00000054236::ENSMUSG00000054236,MGP_129S1SvImJ_G0032809::ENSMUSG00000054236,MGP_C3HHeJ_G0032506::ENSMUSG00000054236,MGP_CASTEiJ_G0031836::ENSMUSG00000054236,MGP_NODShiLtJ_G0032617::ENSMUSG00000054236
ENSMUSG00000024965::ENSMUSG00000024965,MGP_129S1SvImJ_G0024781::ENSMUSG00000024965,MGP_C3HHeJ_G0024516::ENSMUSG00000024965,MGP_CASTEiJ_G0023988::ENSMUSG00000024965,MGP_NODShiLtJ_G0024610::ENSMUSG00000024965
ENSMUSG00000046269::ENSMUSG00000046269,MGP_129S1SvImJ_G0035510::ENSMUSG00000046269,MGP_C3HHeJ_G0035192::ENSMUSG00000046269,MGP_CASTEiJ_G0034492::ENSMUSG00000046269,MGP_NODShiLtJ_G0035305::ENSMUSG00000046269
ENSMUSG00000049313::ENSMUSG00000049313,MGP_129S1SvImJ_G0034675::ENSMUSG00000049313,MGP_C3HHeJ_G0034357::ENSMUSG00000049313,MGP_CASTEiJ_G0033680::ENSMUSG00000049313,MGP_NODShiLtJ_G0034473::ENSMUSG00000049313
ENSMUSG00000034583::ENSMUSG00000034583,MGP_129S1SvImJ_G0031609::ENSMUSG00000034583,MGP_C3HHeJ_G0031312::ENSMUSG00000034583,MGP_CASTEiJ_G0030672::ENSMUSG00000034583,MGP_NODShiLtJ_G0031420::ENSMUSG00000034583
ENSMUSG00000069132::ENSMUSG00000069132,MGP_129S1SvImJ_G0025399::ENSMUSG00000069132,MGP_C3HHeJ_G0025133::ENSMUSG00000069132,MGP_CASTEiJ_G0024596::ENSMUSG00000069132,MGP_NODShiLtJ_G0025237::ENSMUSG00000069132
ENSMUSG00000024002::ENSMUSG00000024002,MGP_129S1SvImJ_G0023500::ENSMUSG00000024002,MGP_C3HHeJ_G0023224::ENSMUSG00000024002,MGP_CASTEiJ_G0022725::ENSMUSG00000024002,MGP_NODShiLtJ_G0023317::ENSMUSG00000024002
ENSMUSG00000047797::ENSMUSG00000047797,MGP_129S1SvImJ_G0035959::ENSMUSG00000047797,MGP_C3HHeJ_G0035636::ENSMUSG00000047797,MGP_CASTEiJ_G0034923::ENSMUSG00000047797,MGP_NODShiLtJ_G0035738::ENSMUSG00000047797
ENSMUSG00000074165::ENSMUSG00000074165,MGP_129S1SvImJ_G0032111::ENSMUSG00000074165,MGP_C3HHeJ_G0031817::ENSMUSG00000074165,MGP_CASTEiJ_G0031150::ENSMUSG00000074165,MGP_NODShiLtJ_G0031931::ENSMUSG00000074165
ENSMUSG00000006676::ENSMUSG00000006676,MGP_129S1SvImJ_G0035301::ENSMUSG00000006676,MGP_C3HHeJ_G0034984::ENSMUSG00000006676,MGP_CASTEiJ_G0034295::ENSMUSG00000006676,MGP_NODShiLtJ_G0035100::ENSMUSG00000006676
ENSMUSG00000001962::ENSMUSG00000001962,MGP_129S1SvImJ_G0035841::ENSMUSG00000001962,MGP_C3HHeJ_G0035512::ENSMUSG00000001962,MGP_CASTEiJ_G0034803::ENSMUSG00000001962,MGP_NODShiLtJ_G0035626::ENSMUSG00000001962
ENSMUSG00000075217::ENSMUSG00000075217,MGP_129S1SvImJ_G0025928::ENSMUSG00000075217,MGP_C3HHeJ_G0025660::ENSMUSG00000075217,MGP_CASTEiJ_G0025119::ENSMUSG00000075217,MGP_NODShiLtJ_G0025764::ENSMUSG00000075217
ENSMUSG00000099041::ENSMUSG00000099041,MGP_129S1SvImJ_G0025560::ENSMUSG00000099041,MGP_C3HHeJ_G0025295::ENSMUSG00000099041,MGP_CASTEiJ_G0024757::ENSMUSG00000099041,MGP_NODShiLtJ_G0025398::ENSMUSG00000099041
ENSMUSG00000015312::ENSMUSG00000015312,MGP_129S1SvImJ_G0017529::ENSMUSG00000015312,MGP_C3HHeJ_G0017292::ENSMUSG00000015312,MGP_CASTEiJ_G0016859::ENSMUSG00000015312,MGP_NODShiLtJ_G0017390::ENSMUSG00000015312
ENSMUSG00000027472::ENSMUSG00000027472,MGP_129S1SvImJ_G0026684::ENSMUSG00000027472,MGP_C3HHeJ_G0026402::ENSMUSG00000027472,MGP_CASTEiJ_G0025863::ENSMUSG00000027472,MGP_NODShiLtJ_G0026503::ENSMUSG00000027472
ENSMUSG00000053747::ENSMUSG00000053747,MGP_129S1SvImJ_G0035175::ENSMUSG00000053747,MGP_C3HHeJ_G0034859::ENSMUSG00000053747,MGP_CASTEiJ_G0034170::ENSMUSG00000053747,MGP_NODShiLtJ_G0034976::ENSMUSG00000053747
ENSMUSG00000028837::ENSMUSG00000028837,MGP_129S1SvImJ_G0028785::ENSMUSG00000028837,MGP_C3HHeJ_G0028481::ENSMUSG00000028837,MGP_CASTEiJ_G0027914::ENSMUSG00000028837,MGP_NODShiLtJ_G0028589::ENSMUSG00000028837
ENSMUSG00000039834::ENSMUSG00000039834,MGP_129S1SvImJ_G0026882::ENSMUSG00000039834,MGP_C3HHeJ_G0026600::ENSMUSG00000039834,MGP_CASTEiJ_G0026058::ENSMUSG00000039834,MGP_NODShiLtJ_G0026700::ENSMUSG00000039834
ENSMUSG00000023032::ENSMUSG00000023032,MGP_129S1SvImJ_G0022361::ENSMUSG00000023032,MGP_C3HHeJ_G0022097::ENSMUSG00000023032,MGP_CASTEiJ_G0021622::ENSMUSG00000023032,MGP_NODShiLtJ_G0022193::ENSMUSG00000023032
ENSMUSG00000026667::ENSMUSG00000026667,MGP_129S1SvImJ_G0016726::ENSMUSG00000026667,MGP_C3HHeJ_G0016491::ENSMUSG00000026667,MGP_CASTEiJ_G0016071::ENSMUSG00000026667,MGP_NODShiLtJ_G0016595::ENSMUSG00000026667
ENSMUSG00000071494::ENSMUSG00000071494,MGP_129S1SvImJ_G0030656::ENSMUSG00000071494,MGP_C3HHeJ_G0030352::ENSMUSG00000071494,MGP_CASTEiJ_G0029756::ENSMUSG00000071494,MGP_NODShiLtJ_G0030462::ENSMUSG00000071494
ENSMUSG00000039079::ENSMUSG00000039079,MGP_129S1SvImJ_G0034221::ENSMUSG00000039079,MGP_C3HHeJ_G0033906::ENSMUSG00000039079,MGP_CASTEiJ_G0033233::ENSMUSG00000039079,MGP_NODShiLtJ_G0034025::ENSMUSG00000039079
ENSMUSG00000026815::ENSMUSG00000026815,MGP_129S1SvImJ_G0025528::ENSMUSG00000026815,MGP_C3HHeJ_G0025262::ENSMUSG00000026815,MGP_CASTEiJ_G0024725::ENSMUSG00000026815,MGP_NODShiLtJ_G0025366::ENSMUSG00000026815
ENSMUSG00000021313::ENSMUSG00000021313,MGP_129S1SvImJ_G0020227::ENSMUSG00000021313,MGP_C3HHeJ_G0019970::ENSMUSG00000021313,MGP_CASTEiJ_G0019508::ENSMUSG00000021313,MGP_NODShiLtJ_G0020075::ENSMUSG00000021313
ENSMUSG00000044068::ENSMUSG00000044068,MGP_129S1SvImJ_G0018082::ENSMUSG00000044068,MGP_C3HHeJ_G0017837::ENSMUSG00000044068,MGP_CASTEiJ_G0017398::ENSMUSG00000044068,MGP_NODShiLtJ_G0017939::ENSMUSG00000044068
ENSMUSG00000038116::ENSMUSG00000038116,MGP_129S1SvImJ_G0026761::ENSMUSG00000038116,MGP_C3HHeJ_G0026479::ENSMUSG00000038116,MGP_CASTEiJ_G0025940::ENSMUSG00000038116,MGP_NODShiLtJ_G0026581::ENSMUSG00000038116
ENSMUSG00000045078::ENSMUSG00000045078,MGP_129S1SvImJ_G0030321::ENSMUSG00000045078,MGP_C3HHeJ_G0030018::ENSMUSG00000045078,MGP_CASTEiJ_G0029423::ENSMUSG00000045078,MGP_NODShiLtJ_G0030124::ENSMUSG00000045078
ENSMUSG00000058741::ENSMUSG00000058741,MGP_129S1SvImJ_G0031861::ENSMUSG00000058741,MGP_C3HHeJ_G0031566::ENSMUSG00000058741,MGP_CASTEiJ_G0030906::ENSMUSG00000058741,MGP_NODShiLtJ_G0031675::ENSMUSG00000058741
ENSMUSG00000028568::ENSMUSG00000028568,MGP_129S1SvImJ_G0028561::ENSMUSG00000028568,MGP_C3HHeJ_G0028257::ENSMUSG00000028568,MGP_CASTEiJ_G0027693::ENSMUSG00000028568,MGP_NODShiLtJ_G0028368::ENSMUSG00000028568
ENSMUSG00000005364::ENSMUSG00000005364,MGP_129S1SvImJ_G0031094::ENSMUSG00000005364,MGP_C3HHeJ_G0030634::ENSMUSG00000005364,MGP_CASTEiJ_G0030181::ENSMUSG00000005364,MGP_NODShiLtJ_G0030901::ENSMUSG00000005364
ENSMUSG00000086784::ENSMUSG00000086784,MGP_129S1SvImJ_G0031567::ENSMUSG00000086784,MGP_C3HHeJ_G0031270::ENSMUSG00000086784,MGP_CASTEiJ_G0030634::ENSMUSG00000086784,MGP_NODShiLtJ_G0031378::ENSMUSG00000086784
