Mouse gene stable ID	Gene stable ID	Mouse homology type	Mouse C3H/HeJ gene stable ID	Mouse C3H/HeJ homology type	Mouse NOD/ShiLtJ gene stable ID	Mouse NOD/ShiLtJ homology type	Mouse CAST/EiJ gene stable ID	Mouse CAST/EiJ homology type
ENSMUSG00000105097	MGP_129S1SvImJ_G0006721	ortholog_one2one	MGP_C3HHeJ_G0006636	ortholog_one2one	MGP_NODShiLtJ_G0006646	ortholog_one2one	MGP_CASTEiJ_G0006559	ortholog_one2one
ENSMUSG00000026729	MGP_129S1SvImJ_G0005012	ortholog_one2one	MGP_C3HHeJ_G0004924	ortholog_one2one	MGP_NODShiLtJ_G0004939	ortholog_one2one	MGP_CASTEiJ_G0004872	ortholog_one2one
ENSMUSG00000106378	MGP_129S1SvImJ_G0006809	ortholog_one2one	MGP_C3HHeJ_G0006724	ortholog_one2one	MGP_NODShiLtJ_G0006733	ortholog_one2one	MGP_CASTEiJ_G0006647	ortholog_one2one
ENSMUSG00000087308	MGP_129S1SvImJ_G0005712	ortholog_one2one	MGP_C3HHeJ_G0005628	ortholog_one2one	MGP_NODShiLtJ_G0005645	ortholog_one2one	MGP_CASTEiJ_G0005570	ortholog_one2one
ENSMUSG00000085412	MGP_129S1SvImJ_G0006963	ortholog_one2one	MGP_C3HHeJ_G0006879	ortholog_one2one	MGP_NODShiLtJ_G0006884	ortholog_one2one	MGP_CASTEiJ_G0006795	ortholog_one2one
ENSMUSG00000092503	MGP_129S1SvImJ_G0006720	ortholog_one2one	MGP_C3HHeJ_G0006635	ortholog_one2one	MGP_NODShiLtJ_G0006645	ortholog_one2one	MGP_CASTEiJ_G0006558	ortholog_one2one
ENSMUSG00000098234	MGP_129S1SvImJ_G0004772	ortholog_one2one	MGP_C3HHeJ_G0004683	ortholog_one2one	MGP_NODShiLtJ_G0004699	ortholog_one2one	MGP_CASTEiJ_G0004640	ortholog_one2one
ENSMUSG00000100760	MGP_129S1SvImJ_G0005446	ortholog_one2one	MGP_C3HHeJ_G0005361	ortholog_one2one	MGP_NODShiLtJ_G0005375	ortholog_one2one	MGP_CASTEiJ_G0005304	ortholog_one2one
ENSMUSG00000097812	MGP_129S1SvImJ_G0007397	ortholog_one2one	MGP_C3HHeJ_G0007315	ortholog_one2one	MGP_NODShiLtJ_G0007318	ortholog_one2one	MGP_CASTEiJ_G0007218	ortholog_one2one
ENSMUSG00000096921	MGP_129S1SvImJ_G0005636	ortholog_one2one	MGP_C3HHeJ_G0005550	ortholog_one2one	MGP_NODShiLtJ_G0005567	ortholog_one2one	MGP_CASTEiJ_G0005494	ortholog_one2one
ENSMUSG00000084806	MGP_129S1SvImJ_G0007579	ortholog_one2one	MGP_C3HHeJ_G0007499	ortholog_one2one	MGP_NODShiLtJ_G0007499	ortholog_one2one	MGP_CASTEiJ_G0007400	ortholog_one2one
ENSMUSG00000099364	MGP_129S1SvImJ_G0004883	ortholog_one2one	MGP_C3HHeJ_G0004794	ortholog_one2one	MGP_NODShiLtJ_G0004809	ortholog_one2one	MGP_CASTEiJ_G0004747	ortholog_one2one
ENSMUSG00000108497	MGP_129S1SvImJ_G0007209	ortholog_one2one	MGP_C3HHeJ_G0007128	ortholog_one2one	MGP_NODShiLtJ_G0007131	ortholog_one2one	MGP_CASTEiJ_G0007030	ortholog_one2one
ENSMUSG00000087145	MGP_129S1SvImJ_G0005192	ortholog_one2one	MGP_C3HHeJ_G0005106	ortholog_one2one	MGP_NODShiLtJ_G0005121	ortholog_one2one	MGP_CASTEiJ_G0005053	ortholog_one2one
ENSMUSG00000087278	MGP_129S1SvImJ_G0005977	ortholog_one2one	MGP_C3HHeJ_G0005896	ortholog_one2one	MGP_NODShiLtJ_G0005913	ortholog_one2one	MGP_CASTEiJ_G0005831	ortholog_one2one
ENSMUSG00000100965	MGP_129S1SvImJ_G0004848	ortholog_one2one	MGP_C3HHeJ_G0004759	ortholog_one2one	MGP_NODShiLtJ_G0004774	ortholog_one2one	MGP_CASTEiJ_G0004713	ortholog_one2one
	MGP_129S1SvImJ_G0005613							
ENSMUSG00000087536	MGP_129S1SvImJ_G0006061	ortholog_one2one	MGP_C3HHeJ_G0005978	ortholog_one2one	MGP_NODShiLtJ_G0005997	ortholog_one2one	MGP_CASTEiJ_G0005915	ortholog_one2one
ENSMUSG00000105297	MGP_129S1SvImJ_G0006173	ortholog_one2one	MGP_C3HHeJ_G0006091	ortholog_one2one	MGP_NODShiLtJ_G0006109	ortholog_one2one	MGP_CASTEiJ_G0006026	ortholog_one2one
ENSMUSG00000086441	MGP_129S1SvImJ_G0007565	ortholog_one2one	MGP_C3HHeJ_G0007485	ortholog_one2one	MGP_NODShiLtJ_G0007486	ortholog_one2one	MGP_CASTEiJ_G0007387	ortholog_one2one
	MGP_129S1SvImJ_G0005569							
ENSMUSG00000087622	MGP_129S1SvImJ_G0005242	ortholog_one2one	MGP_C3HHeJ_G0005156	ortholog_one2one	MGP_NODShiLtJ_G0005171	ortholog_one2one	MGP_CASTEiJ_G0005103	ortholog_one2one
ENSMUSG00000096573	MGP_129S1SvImJ_G0005132	ortholog_one2one	MGP_C3HHeJ_G0005045	ortholog_one2one	MGP_NODShiLtJ_G0005059	ortholog_one2one	MGP_CASTEiJ_G0004992	ortholog_one2one
ENSMUSG00000101264	MGP_129S1SvImJ_G0005813	ortholog_one2one	MGP_C3HHeJ_G0005730	ortholog_one2one	MGP_NODShiLtJ_G0005748	ortholog_one2one	MGP_CASTEiJ_G0005671	ortholog_one2one
ENSMUSG00000087620	MGP_129S1SvImJ_G0007558	ortholog_one2one	MGP_C3HHeJ_G0007478	ortholog_one2one	MGP_NODShiLtJ_G0007479	ortholog_one2one	MGP_CASTEiJ_G0007380	ortholog_one2one
ENSMUSG00000105730	MGP_129S1SvImJ_G0006651	ortholog_one2one	MGP_C3HHeJ_G0006567	ortholog_one2one	MGP_NODShiLtJ_G0006576	ortholog_one2one	MGP_CASTEiJ_G0006489	ortholog_one2one
	MGP_129S1SvImJ_G0004891							
ENSMUSG00000086474	MGP_129S1SvImJ_G0005265	ortholog_one2one	MGP_C3HHeJ_G0005179	ortholog_one2one	MGP_NODShiLtJ_G0005194	ortholog_one2one	MGP_CASTEiJ_G0005126	ortholog_one2one
ENSMUSG00000086644	MGP_129S1SvImJ_G0005907	ortholog_one2one	MGP_C3HHeJ_G0005826	ortholog_one2one	MGP_NODShiLtJ_G0005845	ortholog_one2one	MGP_CASTEiJ_G0005762	ortholog_one2one
ENSMUSG00000020624	MGP_129S1SvImJ_G0005311	ortholog_one2one	MGP_C3HHeJ_G0005225	ortholog_one2one	MGP_NODShiLtJ_G0005239	ortholog_one2one	MGP_CASTEiJ_G0005172	ortholog_one2one
ENSMUSG00000102590	MGP_129S1SvImJ_G0006144	ortholog_one2one	MGP_C3HHeJ_G0006061	ortholog_one2one	MGP_NODShiLtJ_G0006079	ortholog_one2one	MGP_CASTEiJ_G0005996	ortholog_one2one
ENSMUSG00000100872	MGP_129S1SvImJ_G0005089	ortholog_one2one	MGP_C3HHeJ_G0005002	ortholog_one2one	MGP_NODShiLtJ_G0005015	ortholog_one2one	MGP_CASTEiJ_G0004949	ortholog_one2one
ENSMUSG00000106036	MGP_129S1SvImJ_G0006291	ortholog_one2one	MGP_C3HHeJ_G0006210	ortholog_one2one	MGP_NODShiLtJ_G0006227	ortholog_one2one	MGP_CASTEiJ_G0006143	ortholog_one2one
ENSMUSG00000086548	MGP_129S1SvImJ_G0006521	ortholog_one2one	MGP_C3HHeJ_G0006437	ortholog_one2one	MGP_NODShiLtJ_G0006451	ortholog_one2one	MGP_CASTEiJ_G0006369	ortholog_one2one
ENSMUSG00000098682	MGP_129S1SvImJ_G0005542	ortholog_one2one	MGP_C3HHeJ_G0005457	ortholog_one2one	MGP_NODShiLtJ_G0005472	ortholog_one2one	MGP_CASTEiJ_G0005399	ortholog_one2one
ENSMUSG00000097031	MGP_129S1SvImJ_G0006320	ortholog_one2one	MGP_C3HHeJ_G0006238	ortholog_one2one	MGP_NODShiLtJ_G0006254	ortholog_one2one	MGP_CASTEiJ_G0006172	ortholog_one2one
ENSMUSG00000106008	MGP_129S1SvImJ_G0006167	ortholog_one2one	MGP_C3HHeJ_G0006085	ortholog_one2one	MGP_NODShiLtJ_G0006103	ortholog_one2one	MGP_CASTEiJ_G0006020	ortholog_one2one
ENSMUSG00000087319	MGP_129S1SvImJ_G0005492	ortholog_one2one	MGP_C3HHeJ_G0005407	ortholog_one2one	MGP_NODShiLtJ_G0005421	ortholog_one2one	MGP_CASTEiJ_G0005349	ortholog_one2one
ENSMUSG00000072982	MGP_129S1SvImJ_G0005224	ortholog_one2one	MGP_C3HHeJ_G0005138	ortholog_one2one	MGP_NODShiLtJ_G0005153	ortholog_one2one	MGP_CASTEiJ_G0005085	ortholog_one2one
ENSMUSG00000108434	MGP_129S1SvImJ_G0007156	ortholog_one2one	MGP_C3HHeJ_G0007074	ortholog_one2one	MGP_NODShiLtJ_G0007079	ortholog_one2one	MGP_CASTEiJ_G0006978	ortholog_one2one
ENSMUSG00000107408	MGP_129S1SvImJ_G0006991	ortholog_one2one	MGP_C3HHeJ_G0006962	ortholog_one2one	MGP_NODShiLtJ_G0006912	ortholog_one2one	MGP_CASTEiJ_G0006821	ortholog_one2one
ENSMUSG00000097367	MGP_129S1SvImJ_G0006746	ortholog_one2one	MGP_C3HHeJ_G0006661	ortholog_one2one	MGP_NODShiLtJ_G0006671	ortholog_one2one	MGP_CASTEiJ_G0006584	ortholog_one2one
ENSMUSG00000086547	MGP_129S1SvImJ_G0005329	ortholog_one2one	MGP_C3HHeJ_G0005243	ortholog_one2one	MGP_NODShiLtJ_G0005257	ortholog_one2one	MGP_CASTEiJ_G0005190	ortholog_one2one
ENSMUSG00000087172	MGP_129S1SvImJ_G0005214	ortholog_one2one	MGP_C3HHeJ_G0005128	ortholog_one2one	MGP_NODShiLtJ_G0005143	ortholog_one2one	MGP_CASTEiJ_G0005075	ortholog_one2one
ENSMUSG00000084907	MGP_129S1SvImJ_G0007528	ortholog_one2one	MGP_C3HHeJ_G0007445	ortholog_one2one	MGP_NODShiLtJ_G0007449	ortholog_one2one	MGP_CASTEiJ_G0007349	ortholog_one2one
	MGP_129S1SvImJ_G0005476							
ENSMUSG00000099877	MGP_129S1SvImJ_G0004871	ortholog_one2one	MGP_C3HHeJ_G0004782	ortholog_one2one	MGP_NODShiLtJ_G0004797	ortholog_one2one	MGP_CASTEiJ_G0004735	ortholog_one2one
ENSMUSG00000097534	MGP_129S1SvImJ_G0007324	ortholog_one2one	MGP_C3HHeJ_G0007243	ortholog_one2one	MGP_NODShiLtJ_G0007246	ortholog_one2one	MGP_CASTEiJ_G0007145	ortholog_one2one
ENSMUSG00000106980	MGP_129S1SvImJ_G0006883	ortholog_one2one	MGP_C3HHeJ_G0006798	ortholog_one2one	MGP_NODShiLtJ_G0006805	ortholog_one2one	MGP_CASTEiJ_G0006717	ortholog_one2one
ENSMUSG00000108015	MGP_129S1SvImJ_G0006999	ortholog_one2one	MGP_C3HHeJ_G0006954	ortholog_one2one	MGP_NODShiLtJ_G0006920	ortholog_one2one	MGP_CASTEiJ_G0006829	ortholog_one2one
ENSMUSG00000107887	MGP_129S1SvImJ_G0007033	ortholog_one2one	MGP_C3HHeJ_G0006919	ortholog_one2one	MGP_NODShiLtJ_G0006955	ortholog_one2one	MGP_CASTEiJ_G0006860	ortholog_one2one
ENSMUSG00000097362	MGP_129S1SvImJ_G0006281	ortholog_one2one	MGP_C3HHeJ_G0006200	ortholog_one2one	MGP_NODShiLtJ_G0006217	ortholog_one2one	MGP_CASTEiJ_G0006133	ortholog_one2one
ENSMUSG00000100009	MGP_129S1SvImJ_G0004929	ortholog_one2one	MGP_C3HHeJ_G0004841	ortholog_one2one	MGP_NODShiLtJ_G0004856	ortholog_one2one		
ENSMUSG00000106820	MGP_129S1SvImJ_G0006859	ortholog_one2one	MGP_C3HHeJ_G0006774	ortholog_one2one	MGP_NODShiLtJ_G0006781	ortholog_one2one	MGP_CASTEiJ_G0006693	ortholog_one2one
	MGP_129S1SvImJ_G0005416							
ENSMUSG00000085124	MGP_129S1SvImJ_G0007141	ortholog_one2one	MGP_C3HHeJ_G0007059	ortholog_one2one	MGP_NODShiLtJ_G0007064	ortholog_one2one	MGP_CASTEiJ_G0006963	ortholog_one2one
ENSMUSG00000105006	MGP_129S1SvImJ_G0006704	ortholog_one2one	MGP_C3HHeJ_G0006619	ortholog_one2one	MGP_NODShiLtJ_G0006629	ortholog_one2one	MGP_CASTEiJ_G0006542	ortholog_one2one
	MGP_129S1SvImJ_G0006074							
ENSMUSG00000086431	MGP_129S1SvImJ_G0007562	ortholog_one2one	MGP_C3HHeJ_G0007482	ortholog_one2one	MGP_NODShiLtJ_G0007483	ortholog_one2one	MGP_CASTEiJ_G0007384	ortholog_one2one
ENSMUSG00000056128	MGP_129S1SvImJ_G0004910	ortholog_one2one	MGP_C3HHeJ_G0004822	ortholog_one2one	MGP_NODShiLtJ_G0004838	ortholog_one2one	MGP_CASTEiJ_G0004772	ortholog_one2one
ENSMUSG00000108469	MGP_129S1SvImJ_G0007180	ortholog_one2one	MGP_C3HHeJ_G0007098	ortholog_one2one	MGP_NODShiLtJ_G0007102	ortholog_one2one	MGP_CASTEiJ_G0007001	ortholog_one2one
ENSMUSG00000097378	MGP_129S1SvImJ_G0005101	ortholog_one2one	MGP_C3HHeJ_G0005014	ortholog_one2one	MGP_NODShiLtJ_G0005028	ortholog_one2one	MGP_CASTEiJ_G0004961	ortholog_one2one
ENSMUSG00000102636	MGP_129S1SvImJ_G0006134	ortholog_one2one	MGP_C3HHeJ_G0006051	ortholog_one2one	MGP_NODShiLtJ_G0006069	ortholog_one2one	MGP_CASTEiJ_G0005986	ortholog_one2one
ENSMUSG00000101608	MGP_129S1SvImJ_G0007478	ortholog_one2one	MGP_C3HHeJ_G0007395	ortholog_one2one	MGP_NODShiLtJ_G0007399	ortholog_one2one	MGP_CASTEiJ_G0007298	ortholog_one2one
ENSMUSG00000104520	MGP_129S1SvImJ_G0005047	ortholog_one2one	MGP_C3HHeJ_G0004959	ortholog_one2one	MGP_NODShiLtJ_G0004974	ortholog_one2one	MGP_CASTEiJ_G0004907	ortholog_one2one
ENSMUSG00000087018	MGP_129S1SvImJ_G0005962	ortholog_one2one	MGP_C3HHeJ_G0005881	ortholog_one2one	MGP_NODShiLtJ_G0005899	ortholog_one2one	MGP_CASTEiJ_G0005817	ortholog_one2one
ENSMUSG00000072679	MGP_129S1SvImJ_G0007091	ortholog_one2one	MGP_C3HHeJ_G0007008	ortholog_one2one	MGP_NODShiLtJ_G0007013	ortholog_one2one	MGP_CASTEiJ_G0006914	ortholog_one2one
ENSMUSG00000097796	MGP_129S1SvImJ_G0005688	ortholog_one2one	MGP_C3HHeJ_G0005602	ortholog_one2one	MGP_NODShiLtJ_G0005619	ortholog_one2one		
ENSMUSG00000108003	MGP_129S1SvImJ_G0006976	ortholog_one2one	MGP_C3HHeJ_G0006891	ortholog_one2one	MGP_NODShiLtJ_G0006898	ortholog_one2one	MGP_CASTEiJ_G0006807	ortholog_one2one
ENSMUSG00000087674	MGP_129S1SvImJ_G0005873	ortholog_one2one	MGP_C3HHeJ_G0005791	ortholog_one2one	MGP_NODShiLtJ_G0005810	ortholog_one2one	MGP_CASTEiJ_G0005728	ortholog_one2one
ENSMUSG00000073051	MGP_129S1SvImJ_G0007551	ortholog_one2one	MGP_C3HHeJ_G0007471	ortholog_one2one	MGP_NODShiLtJ_G0007473	ortholog_one2one	MGP_CASTEiJ_G0007373	ortholog_one2one
ENSMUSG00000102084	MGP_129S1SvImJ_G0007118	ortholog_one2one	MGP_C3HHeJ_G0007036	ortholog_one2one	MGP_NODShiLtJ_G0007041	ortholog_one2one	MGP_CASTEiJ_G0006940	ortholog_one2one
ENSMUSG00000097375	MGP_129S1SvImJ_G0005461	ortholog_one2one	MGP_C3HHeJ_G0005376	ortholog_one2one	MGP_NODShiLtJ_G0005390	ortholog_one2one	MGP_CASTEiJ_G0005319	ortholog_one2one
ENSMUSG00000106109	MGP_129S1SvImJ_G0006344	ortholog_one2one	MGP_C3HHeJ_G0006262	ortholog_one2one	MGP_NODShiLtJ_G0006278	ortholog_one2one	MGP_CASTEiJ_G0006196	ortholog_one2one
ENSMUSG00000097774	MGP_129S1SvImJ_G0005859	ortholog_one2one	MGP_C3HHeJ_G0005777	ortholog_one2one	MGP_NODShiLtJ_G0005796	ortholog_one2one	MGP_CASTEiJ_G0005714	ortholog_one2one
ENSMUSG00000107237	MGP_129S1SvImJ_G0006779	ortholog_one2one	MGP_C3HHeJ_G0006694	ortholog_one2one	MGP_NODShiLtJ_G0006704	ortholog_one2one	MGP_CASTEiJ_G0006617	ortholog_one2one
ENSMUSG00000100182	MGP_129S1SvImJ_G0004927	ortholog_one2one	MGP_C3HHeJ_G0004839	ortholog_one2one	MGP_NODShiLtJ_G0004854	ortholog_one2one	MGP_CASTEiJ_G0004789	ortholog_one2one
ENSMUSG00000085803	MGP_129S1SvImJ_G0005184	ortholog_one2one	MGP_C3HHeJ_G0005098	ortholog_one2one	MGP_NODShiLtJ_G0005113	ortholog_one2one	MGP_CASTEiJ_G0005045	ortholog_one2one
ENSMUSG00000086238	MGP_129S1SvImJ_G0006087	ortholog_one2one	MGP_C3HHeJ_G0006004	ortholog_one2one	MGP_NODShiLtJ_G0006023	ortholog_one2one	MGP_CASTEiJ_G0005941	ortholog_one2one
	MGP_129S1SvImJ_G0005549							
ENSMUSG00000100372	MGP_129S1SvImJ_G0004834	ortholog_one2one	MGP_C3HHeJ_G0004745	ortholog_one2one	MGP_NODShiLtJ_G0004760	ortholog_one2one	MGP_CASTEiJ_G0004699	ortholog_one2one
ENSMUSG00000100431	MGP_129S1SvImJ_G0007160	ortholog_one2one	MGP_C3HHeJ_G0007078	ortholog_one2one	MGP_NODShiLtJ_G0007083	ortholog_one2one	MGP_CASTEiJ_G0006982	ortholog_one2one
ENSMUSG00000033015	MGP_129S1SvImJ_G0005193	ortholog_one2one	MGP_C3HHeJ_G0005107	ortholog_one2one	MGP_NODShiLtJ_G0005122	ortholog_one2one	MGP_CASTEiJ_G0005054	ortholog_one2one
ENSMUSG00000108757	MGP_129S1SvImJ_G0007226	ortholog_one2one	MGP_C3HHeJ_G0007145	ortholog_one2one	MGP_NODShiLtJ_G0007148	ortholog_one2one	MGP_CASTEiJ_G0007047	ortholog_one2one
ENSMUSG00000097962	MGP_129S1SvImJ_G0006762	ortholog_one2one	MGP_C3HHeJ_G0006677	ortholog_one2one	MGP_NODShiLtJ_G0006687	ortholog_one2one	MGP_CASTEiJ_G0006600	ortholog_one2one
ENSMUSG00000086494	MGP_129S1SvImJ_G0006863	ortholog_one2one	MGP_C3HHeJ_G0006778	ortholog_one2one	MGP_NODShiLtJ_G0006785	ortholog_one2one	MGP_CASTEiJ_G0006697	ortholog_one2one
ENSMUSG00000100170	MGP_129S1SvImJ_G0004890	ortholog_one2one	MGP_C3HHeJ_G0004802	ortholog_one2one	MGP_NODShiLtJ_G0004817	ortholog_one2one	MGP_CASTEiJ_G0004754	ortholog_one2one
ENSMUSG00000105034	MGP_129S1SvImJ_G0006222	ortholog_one2one	MGP_C3HHeJ_G0006140	ortholog_one2one	MGP_NODShiLtJ_G0006158	ortholog_one2one	MGP_CASTEiJ_G0006074	ortholog_one2one
ENSMUSG00000097960	MGP_129S1SvImJ_G0007384	ortholog_one2one	MGP_C3HHeJ_G0007302	ortholog_one2one	MGP_NODShiLtJ_G0007305	ortholog_one2one	MGP_CASTEiJ_G0007205	ortholog_one2one
ENSMUSG00000100975	MGP_129S1SvImJ_G0005392	ortholog_one2one	MGP_C3HHeJ_G0005306	ortholog_one2one	MGP_NODShiLtJ_G0005320	ortholog_one2one	MGP_CASTEiJ_G0005250	ortholog_one2one
ENSMUSG00000106791	MGP_129S1SvImJ_G0007004	ortholog_one2one	MGP_C3HHeJ_G0006949	ortholog_one2one	MGP_NODShiLtJ_G0006925	ortholog_one2one	MGP_CASTEiJ_G0006834	ortholog_one2one
ENSMUSG00000085656	MGP_129S1SvImJ_G0005852	ortholog_one2one	MGP_C3HHeJ_G0005770	ortholog_one2one	MGP_NODShiLtJ_G0005789	ortholog_one2one	MGP_CASTEiJ_G0005707	ortholog_one2one
ENSMUSG00000100573	MGP_129S1SvImJ_G0006786	ortholog_one2one	MGP_C3HHeJ_G0006701	ortholog_one2one	MGP_NODShiLtJ_G0006710	ortholog_one2one	MGP_CASTEiJ_G0006624	ortholog_one2one
ENSMUSG00000107266	MGP_129S1SvImJ_G0006660	ortholog_one2one	MGP_C3HHeJ_G0006576	ortholog_one2one	MGP_NODShiLtJ_G0006585	ortholog_one2one	MGP_CASTEiJ_G0006498	ortholog_one2one
ENSMUSG00000086337	MGP_129S1SvImJ_G0005291	ortholog_one2one	MGP_C3HHeJ_G0005205	ortholog_one2one	MGP_NODShiLtJ_G0005219	ortholog_one2one	MGP_CASTEiJ_G0005152	ortholog_one2one
	MGP_129S1SvImJ_G0006586							
ENSMUSG00000101153	MGP_129S1SvImJ_G0007162	ortholog_one2one	MGP_C3HHeJ_G0007080	ortholog_one2one	MGP_NODShiLtJ_G0007085	ortholog_one2one	MGP_CASTEiJ_G0006984	ortholog_one2one
ENSMUSG00000085750	MGP_129S1SvImJ_G0006012	ortholog_one2one	MGP_C3HHeJ_G0005931	ortholog_one2one	MGP_NODShiLtJ_G0005948	ortholog_one2one	MGP_CASTEiJ_G0005866	ortholog_one2one
ENSMUSG00000104157	MGP_129S1SvImJ_G0005042	ortholog_one2one	MGP_C3HHeJ_G0004954	ortholog_one2one	MGP_NODShiLtJ_G0004969	ortholog_one2one	MGP_CASTEiJ_G0004902	ortholog_one2one
ENSMUSG00000105437	MGP_129S1SvImJ_G0006602	ortholog_one2one	MGP_C3HHeJ_G0006517	ortholog_one2one	MGP_NODShiLtJ_G0006526	ortholog_one2one	MGP_CASTEiJ_G0006443	ortholog_one2one
ENSMUSG00000099061	MGP_129S1SvImJ_G0006737	ortholog_one2one	MGP_C3HHeJ_G0006652	ortholog_one2one	MGP_NODShiLtJ_G0006662	ortholog_one2one	MGP_CASTEiJ_G0006575	ortholog_one2one
ENSMUSG00000096943	MGP_129S1SvImJ_G0007344	ortholog_one2one	MGP_C3HHeJ_G0007263	ortholog_one2one	MGP_NODShiLtJ_G0007265	ortholog_one2one	MGP_CASTEiJ_G0007165	ortholog_one2one
ENSMUSG00000097454	MGP_129S1SvImJ_G0004965	ortholog_one2one	MGP_C3HHeJ_G0004877	ortholog_one2one	MGP_NODShiLtJ_G0004892	ortholog_one2one	MGP_CASTEiJ_G0004826	ortholog_one2one
ENSMUSG00000097045	MGP_129S1SvImJ_G0005040	ortholog_one2one	MGP_C3HHeJ_G0004952	ortholog_one2one	MGP_NODShiLtJ_G0004967	ortholog_one2one	MGP_CASTEiJ_G0004900	ortholog_one2one
ENSMUSG00000104206	MGP_129S1SvImJ_G0005093	ortholog_one2one	MGP_C3HHeJ_G0005006	ortholog_one2one	MGP_NODShiLtJ_G0005019	ortholog_one2one	MGP_CASTEiJ_G0004953	ortholog_one2one
ENSMUSG00000099906	MGP_129S1SvImJ_G0004780	ortholog_one2one	MGP_C3HHeJ_G0004691	ortholog_one2one	MGP_NODShiLtJ_G0004707	ortholog_one2one	MGP_CASTEiJ_G0004647	ortholog_one2one
ENSMUSG00000097755	MGP_129S1SvImJ_G0005781	ortholog_one2one	MGP_C3HHeJ_G0005697	ortholog_one2one	MGP_NODShiLtJ_G0005715	ortholog_one2one	MGP_CASTEiJ_G0005639	ortholog_one2one
ENSMUSG00000102682	MGP_129S1SvImJ_G0005063	ortholog_one2one	MGP_C3HHeJ_G0004976	ortholog_one2one	MGP_NODShiLtJ_G0004989	ortholog_one2one	MGP_CASTEiJ_G0004922	ortholog_one2one
ENSMUSG00000086954	MGP_129S1SvImJ_G0006008	ortholog_one2one	MGP_C3HHeJ_G0005927	ortholog_one2one	MGP_NODShiLtJ_G0005944	ortholog_one2one	MGP_CASTEiJ_G0005862	ortholog_one2one
ENSMUSG00000103799	MGP_129S1SvImJ_G0005073	ortholog_one2one	MGP_C3HHeJ_G0004986	ortholog_one2one	MGP_NODShiLtJ_G0004999	ortholog_one2one	MGP_CASTEiJ_G0004933	ortholog_one2one
ENSMUSG00000097751	MGP_129S1SvImJ_G0007278	ortholog_one2one	MGP_C3HHeJ_G0007197	ortholog_one2one	MGP_NODShiLtJ_G0007200	ortholog_one2one	MGP_CASTEiJ_G0007099	ortholog_one2one
ENSMUSG00000097077	MGP_129S1SvImJ_G0005745	ortholog_one2one	MGP_C3HHeJ_G0005660	ortholog_one2one	MGP_NODShiLtJ_G0005677	ortholog_one2one	MGP_CASTEiJ_G0005602	ortholog_one2one
	MGP_129S1SvImJ_G0006200							
ENSMUSG00000086909	MGP_129S1SvImJ_G0005222	ortholog_one2one	MGP_C3HHeJ_G0005136	ortholog_one2one	MGP_NODShiLtJ_G0005151	ortholog_one2one	MGP_CASTEiJ_G0005083	ortholog_one2one
ENSMUSG00000084944	MGP_129S1SvImJ_G0007543	ortholog_one2one	MGP_C3HHeJ_G0007462	ortholog_one2one	MGP_NODShiLtJ_G0007466	ortholog_one2one	MGP_CASTEiJ_G0007365	ortholog_one2one
ENSMUSG00000096950	MGP_129S1SvImJ_G0005006	ortholog_one2one	MGP_C3HHeJ_G0004918	ortholog_one2one	MGP_NODShiLtJ_G0004933	ortholog_one2one	MGP_CASTEiJ_G0004866	ortholog_one2one
ENSMUSG00000085271	MGP_129S1SvImJ_G0006753	ortholog_one2one	MGP_C3HHeJ_G0006668	ortholog_one2one	MGP_NODShiLtJ_G0006678	ortholog_one2one	MGP_CASTEiJ_G0006591	ortholog_one2one
ENSMUSG00000104482	MGP_129S1SvImJ_G0005079	ortholog_one2one	MGP_C3HHeJ_G0004992	ortholog_one2one	MGP_NODShiLtJ_G0005005	ortholog_one2one	MGP_CASTEiJ_G0004939	ortholog_one2one
ENSMUSG00000104701	MGP_129S1SvImJ_G0006629	ortholog_one2one	MGP_C3HHeJ_G0006545	ortholog_one2one	MGP_NODShiLtJ_G0006555	ortholog_one2one	MGP_CASTEiJ_G0006468	ortholog_one2one
ENSMUSG00000096997	MGP_129S1SvImJ_G0005575	ortholog_one2one	MGP_C3HHeJ_G0005488	ortholog_one2one	MGP_NODShiLtJ_G0005505	ortholog_one2one	MGP_CASTEiJ_G0005431	ortholog_one2one
ENSMUSG00000086204	MGP_129S1SvImJ_G0004859	ortholog_one2one	MGP_C3HHeJ_G0004770	ortholog_one2one	MGP_NODShiLtJ_G0004785	ortholog_one2one	MGP_CASTEiJ_G0004723	ortholog_one2one
ENSMUSG00000102887	MGP_129S1SvImJ_G0005856	ortholog_one2one	MGP_C3HHeJ_G0005774	ortholog_one2one	MGP_NODShiLtJ_G0005793	ortholog_one2one	MGP_CASTEiJ_G0005711	ortholog_one2one
ENSMUSG00000097305	MGP_129S1SvImJ_G0005717	ortholog_one2one	MGP_C3HHeJ_G0005633	ortholog_one2one	MGP_NODShiLtJ_G0005650	ortholog_one2one	MGP_CASTEiJ_G0005575	ortholog_one2one
ENSMUSG00000101287	MGP_129S1SvImJ_G0007494	ortholog_one2one	MGP_C3HHeJ_G0007411	ortholog_one2one	MGP_NODShiLtJ_G0007415	ortholog_one2one	MGP_CASTEiJ_G0007314	ortholog_one2one
ENSMUSG00000097638	MGP_129S1SvImJ_G0005872	ortholog_one2one	MGP_C3HHeJ_G0005790	ortholog_one2one	MGP_NODShiLtJ_G0005809	ortholog_one2one	MGP_CASTEiJ_G0005727	ortholog_one2one
