piCid	piCnum	piCid_orth	mm10	cast	c3h	129	nod	AllStrains
PTmerged582	PTmerged582	PTmerged582	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged583	PTmerged583	PTmerged583	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged584	PTmerged584	PTmerged584	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged585	PTmerged585	PTmerged585	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged586	PTmerged586	PTmerged586	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged587	PTmerged587	PTmerged587	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged588	PTmerged588	PTmerged588	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged589	PTmerged589	PTmerged589	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged590	PTmerged590	PTmerged590	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged591	PTmerged591	PTmerged591	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged592	PTmerged592	PTmerged592	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged593	PTmerged593	PTmerged593	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged594	PTmerged594	PTmerged594	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged595	PTmerged595	PTmerged595	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged596	PTmerged596	PTmerged596	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged597	PTmerged597	PTmerged597	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged598	PTmerged598	PTmerged598	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged599	PTmerged599	PTmerged599	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged600	PTmerged600	PTmerged600	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged601	PTmerged601	PTmerged601	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged602	PTmerged602	PTmerged602	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged603	PTmerged603	PTmerged603	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged604	PTmerged604	PTmerged604	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged605	PTmerged605	PTmerged605	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged606	PTmerged606	PTmerged606	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged607	PTmerged607	PTmerged607	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged608	PTmerged608	PTmerged608	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged609	PTmerged609	PTmerged609	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged610	PTmerged610	PTmerged610	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged611	PTmerged611	PTmerged611	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged612	PTmerged612	PTmerged612	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged613	PTmerged613	PTmerged613	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged615	PTmerged615	PTmerged615	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged616	PTmerged616	PTmerged616	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged617	PTmerged617	PTmerged617	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged618	PTmerged618	PTmerged618	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged619	PTmerged619	PTmerged619	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged620	PTmerged620	PTmerged620	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged621	PTmerged621	PTmerged621	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged623	PTmerged623	PTmerged623	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged624	PTmerged624	PTmerged624	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged625	PTmerged625	PTmerged625	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged626	PTmerged626	PTmerged626	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged627	PTmerged627	PTmerged627	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged628	PTmerged628	PTmerged628	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged629	PTmerged629	PTmerged629	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged630	PTmerged630	PTmerged630	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged631	PTmerged631	PTmerged631	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged632	PTmerged632	PTmerged632	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged633	PTmerged633	PTmerged633	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged634	PTmerged634	PTmerged634	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged635	PTmerged635	PTmerged635	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged636	PTmerged636	PTmerged636	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged638	PTmerged638	PTmerged638	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged639	PTmerged639	PTmerged639	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged640	PTmerged640	PTmerged640	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged641	PTmerged641	PTmerged641	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged642	PTmerged642	PTmerged642	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged643	PTmerged643	PTmerged643	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged644	PTmerged644	PTmerged644	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged645	PTmerged645	PTmerged645	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged646	PTmerged646	PTmerged646	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged647	PTmerged647	PTmerged647	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged648	PTmerged648	PTmerged648	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged649	PTmerged649	PTmerged649	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged650	PTmerged650	PTmerged650	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged651	PTmerged651	PTmerged651	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged652	PTmerged652	PTmerged652	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged653	PTmerged653	PTmerged653	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged654	PTmerged654	PTmerged654	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged655	PTmerged655	PTmerged655	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged656	PTmerged656	PTmerged656	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged657	PTmerged657	PTmerged657	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged658	PTmerged658	PTmerged658	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged659	PTmerged659	PTmerged659	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged660	PTmerged660	PTmerged660	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged661	PTmerged661	PTmerged661	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged662	PTmerged662	PTmerged662	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged663	PTmerged663	PTmerged663	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged664	PTmerged664	PTmerged664	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged665	PTmerged665	PTmerged665	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged666	PTmerged666	PTmerged666	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged667	PTmerged667	PTmerged667	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged668	PTmerged668	PTmerged668	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged669	PTmerged669	PTmerged669	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged670	PTmerged670	PTmerged670	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged671	PTmerged671	PTmerged671	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged672	PTmerged672	PTmerged672	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged673	PTmerged673	PTmerged673	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged674	PTmerged674	PTmerged674	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged675	PTmerged675	PTmerged675	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged677	PTmerged677	PTmerged677	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged678	PTmerged678	PTmerged678	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged679	PTmerged679	PTmerged679	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged680	PTmerged680	PTmerged680	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged681	PTmerged681	PTmerged681	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged682	PTmerged682	PTmerged682	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged683	PTmerged683	PTmerged683	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged684	PTmerged684	PTmerged684	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged685	PTmerged685	PTmerged685	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged686	PTmerged686	PTmerged686	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged687	PTmerged687	PTmerged687	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged688	PTmerged688	PTmerged688	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged689	PTmerged689	PTmerged689	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged690	PTmerged690	PTmerged690	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged691	PTmerged691	PTmerged691	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged692	PTmerged692	PTmerged692	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged693	PTmerged693	PTmerged693	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged694	PTmerged694	PTmerged694	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged695	PTmerged695	PTmerged695	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged696	PTmerged696	PTmerged696	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged697	PTmerged697	PTmerged697	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged698	PTmerged698	PTmerged698	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged699	PTmerged699	PTmerged699	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged700	PTmerged700	PTmerged700	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged701	PTmerged701	PTmerged701	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged702	PTmerged702	PTmerged702	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged703	PTmerged703	PTmerged703	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged704	PTmerged704	PTmerged704	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged705	PTmerged705	PTmerged705	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged706	PTmerged706	PTmerged706	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged707	PTmerged707	PTmerged707	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged708	PTmerged708	PTmerged708	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged709	PTmerged709	PTmerged709	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged710	PTmerged710	PTmerged710	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged711	PTmerged711	PTmerged711	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged712	PTmerged712	PTmerged712	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged713	PTmerged713	PTmerged713	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged714	PTmerged714	PTmerged714	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged715	PTmerged715	PTmerged715	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged716	PTmerged716	PTmerged716	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged717	PTmerged717	PTmerged717	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged718	PTmerged718	PTmerged718	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged719	PTmerged719	PTmerged719	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged720	PTmerged720	PTmerged720	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged721	PTmerged721	PTmerged721	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged722	PTmerged722	PTmerged722	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged724	PTmerged724	PTmerged724	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged725	PTmerged725	PTmerged725	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged726	PTmerged726	PTmerged726	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged727	PTmerged727	PTmerged727	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged728	PTmerged728	PTmerged728	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged729	PTmerged729	PTmerged729	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged730	PTmerged730	PTmerged730	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged731	PTmerged731	PTmerged731	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged732	PTmerged732	PTmerged732	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged733	PTmerged733	PTmerged733	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged734	PTmerged734	PTmerged734	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged735	PTmerged735	PTmerged735	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged736	PTmerged736	PTmerged736	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged737	PTmerged737	PTmerged737	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged738	PTmerged738	PTmerged738	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged739	PTmerged739	PTmerged739	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged740	PTmerged740	PTmerged740	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged741	PTmerged741	PTmerged741	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged742	PTmerged742	PTmerged742	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged743	PTmerged743	PTmerged743	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged744	PTmerged744	PTmerged744	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged745	PTmerged745	PTmerged745	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged746	PTmerged746	PTmerged746	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged747	PTmerged747	PTmerged747	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged748	PTmerged748	PTmerged748	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged750	PTmerged750	PTmerged750	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged751	PTmerged751	PTmerged751	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged752	PTmerged752	PTmerged752	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged753	PTmerged753	PTmerged753	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged754	PTmerged754	PTmerged754	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged756	PTmerged756	PTmerged756	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged757	PTmerged757	PTmerged757	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged758	PTmerged758	PTmerged758	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged760	PTmerged760	PTmerged760	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged761	PTmerged761	PTmerged761	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged763	PTmerged763	PTmerged763	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged764	PTmerged764	PTmerged764	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged765	PTmerged765	PTmerged765	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged766	PTmerged766	PTmerged766	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged767	PTmerged767	PTmerged767	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged768	PTmerged768	PTmerged768	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged769	PTmerged769	PTmerged769	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged770	PTmerged770	PTmerged770	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged771	PTmerged771	PTmerged771	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged772	PTmerged772	PTmerged772	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged773	PTmerged773	PTmerged773	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged774	PTmerged774	PTmerged774	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged775	PTmerged775	PTmerged775	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged776	PTmerged776	PTmerged776	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged777	PTmerged777	PTmerged777	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged778	PTmerged778	PTmerged778	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged779	PTmerged779	PTmerged779	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged780	PTmerged780	PTmerged780	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged781	PTmerged781	PTmerged781	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged782	PTmerged782	PTmerged782	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged783	PTmerged783	PTmerged783	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged786	PTmerged786	PTmerged786	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged787	PTmerged787	PTmerged787	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged788	PTmerged788	PTmerged788	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged789	PTmerged789	PTmerged789	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged790	PTmerged790	PTmerged790	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged791	PTmerged791	PTmerged791	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged792	PTmerged792	PTmerged792	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged793	PTmerged793	PTmerged793	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged794	PTmerged794	PTmerged794	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged795	PTmerged795	PTmerged795	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged796	PTmerged796	PTmerged796	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged797	PTmerged797	PTmerged797	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged798	PTmerged798	PTmerged798	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged799	PTmerged799	PTmerged799	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged800	PTmerged800	PTmerged800	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged801	PTmerged801	PTmerged801	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged802	PTmerged802	PTmerged802	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged803	PTmerged803	PTmerged803	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged804	PTmerged804	PTmerged804	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged805	PTmerged805	PTmerged805	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged806	PTmerged806	PTmerged806	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged807	PTmerged807	PTmerged807	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged808	PTmerged808	PTmerged808	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged809	PTmerged809	PTmerged809	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged810	PTmerged810	PTmerged810	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged811	PTmerged811	PTmerged811	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged812	PTmerged812	PTmerged812	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged814	PTmerged814	PTmerged814	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged815	PTmerged815	PTmerged815	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged816	PTmerged816	PTmerged816	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged817	PTmerged817	PTmerged817	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged818	PTmerged818	PTmerged818	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged819	PTmerged819	PTmerged819	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged821	PTmerged821	PTmerged821	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged822	PTmerged822	PTmerged822	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged823	PTmerged823	PTmerged823	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged824	PTmerged824	PTmerged824	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged825	PTmerged825	PTmerged825	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged827	PTmerged827	PTmerged827	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged828	PTmerged828	PTmerged828	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged829	PTmerged829	PTmerged829	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged830	PTmerged830	PTmerged830	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged832	PTmerged832	PTmerged832	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged834	PTmerged834	PTmerged834	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged835	PTmerged835	PTmerged835	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged836	PTmerged836	PTmerged836	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged837	PTmerged837	PTmerged837	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged838	PTmerged838	PTmerged838	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged839	PTmerged839	PTmerged839	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged840	PTmerged840	PTmerged840	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged841	PTmerged841	PTmerged841	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged842	PTmerged842	PTmerged842	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged843	PTmerged843	PTmerged843	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged844	PTmerged844	PTmerged844	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged845	PTmerged845	PTmerged845	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged846	PTmerged846	PTmerged846	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged847	PTmerged847	PTmerged847	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged848	PTmerged848	PTmerged848	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged849	PTmerged849	PTmerged849	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged850	PTmerged850	PTmerged850	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged851	PTmerged851	PTmerged851	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged852	PTmerged852	PTmerged852	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged853	PTmerged853	PTmerged853	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged854	PTmerged854	PTmerged854	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged855	PTmerged855	PTmerged855	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged856	PTmerged856	PTmerged856	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged857	PTmerged857	PTmerged857	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged858	PTmerged858	PTmerged858	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged859	PTmerged859	PTmerged859	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged862	PTmerged862	PTmerged862	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged863	PTmerged863	PTmerged863	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged865	PTmerged865	PTmerged865	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged866	PTmerged866	PTmerged866	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged867	PTmerged867	PTmerged867	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged868	PTmerged868	PTmerged868	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged869	PTmerged869	PTmerged869	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged870	PTmerged870	PTmerged870	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged871	PTmerged871	PTmerged871	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged872	PTmerged872	PTmerged872	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged873	PTmerged873	PTmerged873	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
